liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Chattanooga Red Wolves SC,ig530te9sqdo1ak7t0fj12lm,N. Amponsah,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,62c7i3fhh0n9qsek9senh3n4l,S. Beattie,Forward,10,3,217,7,2,2,45,2,5,16,20,2,2,1,7,24,20,1,8,1,48,1,4,1,40,3,4,8,13,2,9,3,6,1,2,3,89,1,8,3,17,8,13,10,12,4,6,4,2,28,2,4,4,8,1,9,11,2,37,40,11,1,16,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,36ftuljlcyfh2v9rvsifs7cdm,I. Dargan,Midfielder,18,,8,1,,,5,,,,3,,,,,2,1,,1,,5,,,1,3,,,2,2,,2,,1,,,,8,,1,,1,3,,10,1,,,,,1,,,,1,,,,,3,3,,,,,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,ezlnaja6p9i8ru6kfwwn4aga1,T. Dieterich,Midfielder,21,4,941,2,2,1,338,4,11,101,144,,9,2,16,94,146,6,50,2,348,2,4,4,276,11,5,59,75,3,44,1,38,10,20,19,439,,12,1,36,91,22,10,22,2,6,6,7,58,2,13,4,12,,20,81,2,279,289,22,3,36,6,16,0,1,9,1,2,2,4,6,3,1,13,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,22,5,1233,2,,,451,5,11,130,164,2,11,2,12,140,205,22,82,2,476,1,13,1,343,14,11,109,113,9,89,1,70,13,20,27,607,2,15,10,59,133,10,10,51,8,8,21,4,92,9,16,7,15,2,29,100,,344,367,33,16,41,7,30,0,2,27,2,,8,5,16,3,2,24,,2,6,2,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,2,1111,1,,,621,1,1,16,120,3,1,1,14,146,375,17,50,1,627,2,16,1,428,11,3,132,246,2,85,1,39,13,7,49,748,,14,6,42,293,8,10,54,1,6,30,,86,34,12,2,14,,18,72,,490,495,44,13,32,22,24,0,,82,,,1,,42,2,9,67,,3,4,13,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,4zk384iwrvinp38k34hc10q1h,M. Hernández,Forward,20,12,697,6,4,1,138,14,24,36,69,4,6,1,14,110,42,12,28,1,139,2,22,12,99,8,12,36,31,9,47,4,34,6,16,11,314,13,12,10,91,41,42,10,45,9,19,2,13,107,2,9,22,12,9,48,31,4,102,103,16,8,62,9,43,1,8,8,4,11,5,2,6,3,,4,3,1,4,1,,4,1,4,,,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,dxd6p1c8k96armsbg5isjbu95,G. Hurst,Forward,11,11,912,2,8,5,206,5,14,53,97,3,16,1,22,116,58,12,53,1,210,5,21,10,136,10,25,62,61,17,71,7,42,10,18,8,372,8,12,12,63,55,55,10,39,17,9,10,6,95,3,11,17,12,5,34,41,8,145,148,32,8,56,6,29,1,7,9,2,9,1,4,4,8,1,12,2,,4,1,,2,2,2,,,3,,3,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,645zusg8p10tlffe7dazwsay2,A. Jaimes,Forward,6,1,126,9,,,37,1,6,12,29,,2,1,4,24,6,4,6,1,39,1,6,,32,4,2,7,9,2,7,,7,1,3,2,87,4,10,,20,9,4,10,10,2,5,1,1,25,,5,2,10,1,11,9,,30,32,5,3,15,5,9,0,3,1,2,1,4,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Chattanooga Red Wolves SC,1pz1y622pndq5kz1ieygxuzmx,A. Mangels,Goalkeeper,24,,1350,,,,169,,,,28,2,,2,,90,216,,3,2,334,,2,,186,15,,90,79,,61,,107,15,,29,451,,15,1,5,166,,10,8,,3,5,,10,10,17,,15,,2,89,,143,244,5,,2,1,3,0,,87,,,,,37,,,58,,3,,17,,,,,,,,,,,,,,,,30,140,1,6,1,3,6,12,3,18,3,1,2,27,,,,,,,,,,,,,,
