root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,32an4uk8i1dr9bx19z1r80ru1,E. Abarca,Defender,30,4,201,11,1,2,70,1,9,1,27,8,11,2,34,23,6,12,72,1,41,3,23,2,16,2,9,2,3,11,119,3,2,17,44,23,11,8,1,4,19,3,3,4,3,6,19,47,49,2,4,8,2,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,ekj6dh2wz1wna3iqnqqoovbo5,O. Arroyo,Goalkeeper,25,,360,,,10,22,,,,18,18,54,1,56,13,,,85,,8,4,54,,48,,27,4,,6,113,4,,2,76,51,1,23,,1,3,,4,,4,1,2,11,31,1,,2,,,1,14,18,1,1,7,1,2,4,4,10,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9hx6lws09g3qsbgybjdb1ost1,R. Batres,Midfielder,7,,249,,,,69,,7,1,30,1,2,2,23,26,6,14,71,1,48,2,16,1,11,,16,3,1,5,96,3,,22,24,16,10,7,1,1,26,,2,,3,14,12,53,55,4,4,16,2,6,8,,,,5,28,,,,,,,,,3,1,1,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,11vqsu7sts8o9gfgx2wnmjf11,Ó. Cerén,Forward,9,8,339,,,,129,2,29,4,61,1,4,3,77,36,9,34,131,7,82,3,38,4,38,,25,4,5,9,213,4,,53,47,46,28,11,4,12,56,1,3,9,4,25,35,91,93,3,7,28,2,2,28,,,,8,20,,,,,,,,,1,2,1,1,4,,10,3,3,3,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,c7l7712a32boqnpvd7239spg5,A. Flores Jaco,Defender,4,1,90,8,,,33,1,,,18,,1,,14,10,,6,35,1,28,1,7,,5,4,4,1,1,3,60,1,,8,25,72,4,,,3,8,,1,1,1,4,1,26,28,,,4,,5,4,,,,2,9,,,,,,,,,,,,,2,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9f3k5p0n7mce5f44cgztvx711,R. Fuentes,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,4qr8zpz666rrkjn0oman5yymt,I. Garrido,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,6ml6mcm1i2f6xinixzgx29h3p,Ó. Guerrero,Midfielder,10,,121,,2,,30,3,10,,18,,,1,20,4,4,9,31,1,21,2,9,,8,,2,1,2,1,63,3,,17,6,98,9,1,,3,19,,2,,3,9,7,21,22,2,2,10,2,1,8,,,,2,8,,,,,,,,,,1,1,,1,1,4,1,2,7,11,,,,,4,2,5,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,10peakpjybzcylf6t5zkxxk2d,E. Iglesias,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Alianza FC,Alianza_FC,9k6pgi7u3rj2dqzt8n2nbu0gl,A. Larín,Midfielder,17,5,270,20,,7,118,3,10,5,42,25,32,4,88,42,5,16,127,1,57,3,48,2,42,15,11,3,2,21,225,3,3,19,76,49,13,22,1,4,26,4,3,15,3,9,7,74,79,7,3,13,2,7,10,,,,5,34,,,,,,,,,2,1,,11,3,3,2,,2,3,1,7,,,,1,,1,1,,,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,,
