equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
AFC Ann Arbor,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/afc-ann-arbor/156y6q143x6kprivta2t1xii1,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=156y6q143x6kprivta2t1xii1,156y6q143x6kprivta2t1xii1,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=156y6q143x6kprivta2t1xii1&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3830a85fed6257f0423820644d2a0bb7890feb537,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=156y6q143x6kprivta2t1xii1&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3afda7011a332ae9da16d75ed1db0cbad8d475bb5,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=156y6q143x6kprivta2t1xii1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3dde01bb80cd64282c98a62dde17e8ced7804cf5e
AFC Cleveland,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/afc-cleveland/1tkxh8yqhfyx9mwtu1m5sah1x,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1tkxh8yqhfyx9mwtu1m5sah1x,1tkxh8yqhfyx9mwtu1m5sah1x,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1tkxh8yqhfyx9mwtu1m5sah1x&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f347b5f310c7d5f11965602f0849ad469cde73ea,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=1tkxh8yqhfyx9mwtu1m5sah1x&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W362ef9d6ff5821246882163e08f1695c25881038a,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=1tkxh8yqhfyx9mwtu1m5sah1x&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3536c7c86b1d4842ef74f3b05a50d4290c570fc36
Albion San Diego,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/albion-san-diego/assryc3re0yipv77oh01sij1l,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=assryc3re0yipv77oh01sij1l,assryc3re0yipv77oh01sij1l,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=assryc3re0yipv77oh01sij1l&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3002fa21c0fef0d4715f081cad2790d14b7666051,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=assryc3re0yipv77oh01sij1l&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33afb236d7451a416cb1b45d070996c8ef98a21ff,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=assryc3re0yipv77oh01sij1l&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f8b97c3f3ec082ffc7737f4a776b70f2a6f04071
Anahuac FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/anahuac-fc/ztd2v5y73ko58spfa7a4m8kp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ztd2v5y73ko58spfa7a4m8kp,ztd2v5y73ko58spfa7a4m8kp,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ztd2v5y73ko58spfa7a4m8kp&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3bc944484dd615e81bdb0f9f2e613fc2b9a9a2329,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=ztd2v5y73ko58spfa7a4m8kp&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W319cb4edd2258ee86a128471a1d0ea70cbaa73ce0,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=ztd2v5y73ko58spfa7a4m8kp&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36d15c4db6b2afd356d795e7070dce0aac27d4a92
Atlanta Silverbacks,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/atlanta-silverbacks/c5oqwovshxanfm4kwanle7j8l,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c5oqwovshxanfm4kwanle7j8l,c5oqwovshxanfm4kwanle7j8l,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c5oqwovshxanfm4kwanle7j8l&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W398c67ce022eb78e725e39b0b2c04c7e7af763490,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=c5oqwovshxanfm4kwanle7j8l&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3532eae93bf9ce4f2759f8379ab8cd76b105124aa,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=c5oqwovshxanfm4kwanle7j8l&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W310b38c1db962c8b9894787fd3ff6eb41ef57999c
Atlanta United FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/atlanta-united-fc/943ue6l8ylnidoygbi9p8op2h,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=943ue6l8ylnidoygbi9p8op2h,943ue6l8ylnidoygbi9p8op2h,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=943ue6l8ylnidoygbi9p8op2h&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34dc3b5520edfa7fa9795f4b00324213623102ed6,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=943ue6l8ylnidoygbi9p8op2h&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32c1419f6a3ad84048e8ae00f0aabd1dbe6267b6f,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=943ue6l8ylnidoygbi9p8op2h&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3583871866130373161dac7b524c6a03512423c7a
Azteca FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/azteca-fc/esan9ozrczvg5dbt4aas3xckp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=esan9ozrczvg5dbt4aas3xckp,esan9ozrczvg5dbt4aas3xckp,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=esan9ozrczvg5dbt4aas3xckp&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fabf272244e8c512c6fb9486b6d209d87ec8e912,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=esan9ozrczvg5dbt4aas3xckp&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3565d0403d1329e2774b6c4fdc0b1afd054ad3ef8,
Boca Raton FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/boca-raton-fc/6h5r90j5hvpfelofi4ztkeou2,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6h5r90j5hvpfelofi4ztkeou2,6h5r90j5hvpfelofi4ztkeou2,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=6h5r90j5hvpfelofi4ztkeou2&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W329f0ae6c31e3c50f48edd8d451081645fe4d7c78,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=6h5r90j5hvpfelofi4ztkeou2&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30e321ba37b07868f400f535d29dcbfb7963cb7d1,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=6h5r90j5hvpfelofi4ztkeou2&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3216ec20e0ac867db168ee12a8aac563eedbbe84a
Boston City FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/boston-city-fc/2edmxv4l69e25bzbpcwe385i6,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2edmxv4l69e25bzbpcwe385i6,2edmxv4l69e25bzbpcwe385i6,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=2edmxv4l69e25bzbpcwe385i6&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32ee2130a20b4e7d9b4f3c63d3f2f43f37f8417fe,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=2edmxv4l69e25bzbpcwe385i6&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38fda83ab52b5bf4632ed39eb1c26ddf75e50ed56,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=2edmxv4l69e25bzbpcwe385i6&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38fb41d24aa1fa18575736adf2efdc8569431933a
Brave SC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/brave-sc/5ulhdzew82s3qjg4mof7h39n0,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5ulhdzew82s3qjg4mof7h39n0,5ulhdzew82s3qjg4mof7h39n0,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5ulhdzew82s3qjg4mof7h39n0&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W364949374448044301991ee092e9a4f6dcfcce915,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=5ulhdzew82s3qjg4mof7h39n0&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32d38586d4d8c4f296cc647b48aaf6b2db9403193,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=5ulhdzew82s3qjg4mof7h39n0&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e5b617b208b183505d3ab69318609948e47aff3a
Burlingame Dragons FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2017/cd8sfgfqq5fv387wemrjmlrl5/teams/burlingame-dragons-fc/1hjxz56cqdg60c3pq6tqq650p,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1hjxz56cqdg60c3pq6tqq650p,1hjxz56cqdg60c3pq6tqq650p,cd8sfgfqq5fv387wemrjmlrl5,us-open-cup-2017,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1hjxz56cqdg60c3pq6tqq650p&tmcl=cd8sfgfqq5fv387wemrjmlrl5&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W364ef8f54c33ef3611d9e7989ea3c0f44588c0958,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=1hjxz56cqdg60c3pq6tqq650p&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36c1d4913e3e7e7e08d3567ba5c644c6d942eb6d9,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cd8sfgfqq5fv387wemrjmlrl5&ctst=1hjxz56cqdg60c3pq6tqq650p&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W372c7c70fc02e1c6fe5286b9a96f9ffa436480ffc
