liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,ekj6dh2wz1wna3iqnqqoovbo5,O. Arroyo,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,deuz9loo3o6x7541x23ts71sl,D. Benítez,Midfielder,20,136,1,48,7,17,1,3,2,2,2,20,16,4,14,50,2,4,33,2,17,11,1,11,7,2,2,6,69,2,2,11,32,1,24,9,1,4,17,2,2,6,31,33,6,3,8,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,11vqsu7sts8o9gfgx2wnmjf11,Ó. Cerén,Midfielder,9,180,,51,11,23,1,2,,4,3,34,15,5,12,52,,2,37,5,14,6,,12,14,2,3,6,97,2,2,32,19,3,42,17,3,,35,2,2,15,37,38,3,5,18,,,17,4,1,2,1,1,9,1,1,1,6,1,4,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,6wd6ia1fnuf5y1l3jt05oqw2x,R. Clavel,Defender,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,yfmsijk402u4nu0n6p8x59m1,B. Díaz,Forward,7,121,,14,7,5,,,,1,7,12,9,4,2,16,1,3,14,3,2,8,1,2,5,1,1,,41,2,2,16,,4,41,9,3,1,24,,2,8,12,14,8,2,15,2,,8,,,1,,1,1,1,2,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,8vyg4uklvusq83dp3t0n48zbp,R. García,Goalkeeper,1,180,,8,,12,9,32,,,,33,4,,,48,,,2,,32,2,,28,17,2,,4,63,2,,,44,,62,1,,1,1,4,2,,3,16,1,,,,,,,,,,1,,1,,14,,1,,,2,1,,,5,14,1,4,1,3,3,2,2,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,12tp18pmn8g5h4zi93weduwgl,I. Herrera,Forward,19,59,,12,4,5,,1,,,4,9,4,1,3,13,1,,9,,4,1,,4,,1,,,19,2,,5,4,1,5,1,,,9,,2,4,8,9,4,,8,1,,1,,2,,,,,,,,1,,,,4,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,ad9erve9rczohygkn3faneimt,M. Jacobo,Defender,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,4u7owvedhebbfbvupysq9lj2t,J. Jiménez,Defender,15,180,,54,3,15,7,13,2,1,1,36,17,7,13,57,,3,28,1,26,13,1,12,9,2,3,15,115,2,2,18,36,1,57,13,2,2,21,9,2,7,29,31,3,6,8,1,7,11,1,,1,,1,2,1,,3,1,1,1,,5,1,,1,,,,,,,,,,,,1,12,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,534sqmpjf39qlhzxczse4p5n9,I. Mancía,Defender,3,180,,14,1,1,1,2,,,1,5,10,1,2,15,,,11,,4,7,,3,3,2,,1,44,2,,2,7,,51,5,,4,7,20,2,1,10,11,5,1,2,,4,1,,,,,1,,1,,,,1,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,4u6fdzdpg94osw9ulj3t9ovyt,R. Marroquín,Defender,12,180,,56,2,12,2,3,4,,,29,30,7,12,57,,1,42,,15,8,1,7,16,2,7,10,109,2,1,10,27,2,51,7,,,10,8,2,3,42,42,,4,3,3,5,7,2,,,,1,,1,,,,1,2,,20,1,,,,,,,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,eisjnsvi70sbb7jzta6u8awut,M. Monterroza,Midfielder,21,98,,42,3,23,1,3,2,1,4,19,12,4,6,43,1,3,32,1,9,14,1,6,11,1,2,6,71,2,3,19,13,2,69,9,3,,23,2,2,10,33,34,4,3,14,1,1,9,1,,,1,,2,,,2,,,3,,13,,1,,,,,,,,,,,,,,,1,1,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,ep6wndjs6ssjuj3yhqua2ywut,C. Olivera,Midfielder,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,2wktd6o1xfnsuy8nnxihj2cwl,N. Orellana,Midfielder,6,180,,64,3,26,1,4,1,2,2,13,30,12,6,66,,4,52,2,10,24,2,5,13,2,1,5,100,2,4,27,18,,56,18,3,2,31,2,2,11,54,56,4,9,13,3,6,16,,,,,1,1,1,,4,,1,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,Alianza FC,bu4ljufst97hcgktgyisas5hx,J. Peña,Forward,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
