equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
Atlanta United FC,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/atlanta-united-fc/943ue6l8ylnidoygbi9p8op2h,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=943ue6l8ylnidoygbi9p8op2h,943ue6l8ylnidoygbi9p8op2h,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=943ue6l8ylnidoygbi9p8op2h&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3051d0e5f6902a9798434f8caaebf40c2d96ec284,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=943ue6l8ylnidoygbi9p8op2h&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W354264d5c5089e7019bcaab44807a126ebb5048a1
Austin FC,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/austin-fc/yrsr1hyy65062qyzw8sug3ys,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=yrsr1hyy65062qyzw8sug3ys,yrsr1hyy65062qyzw8sug3ys,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=yrsr1hyy65062qyzw8sug3ys&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33779ed2c4ef86a924b777e02d4fc90ef6df80732,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=yrsr1hyy65062qyzw8sug3ys&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3bb831a01513fa46fbfef3f0a4844164bb6d83ec4
Charlotte FC,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/charlotte-fc/dqq34048nqex146r77i5l8twq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=dqq34048nqex146r77i5l8twq,dqq34048nqex146r77i5l8twq,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=dqq34048nqex146r77i5l8twq&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36a02f728e7cb6f468436f2a7749c63b1136673de,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=dqq34048nqex146r77i5l8twq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3395fa3a5bece7f30b993e11832fa960c2498eeb4
Chicago Fire FC,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/chicago-fire-fc/apsqaaege20za4re5wm6bzq9a,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=apsqaaege20za4re5wm6bzq9a,apsqaaege20za4re5wm6bzq9a,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=apsqaaege20za4re5wm6bzq9a&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W382257dc3afad774dad913fe848b9ac13af07304b,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=apsqaaege20za4re5wm6bzq9a&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39b2b1211d35f1de54d949e05e9fbe1d63367ba34
Club de Foot Montréal,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/club-de-foot-montréal/oisd4xgg4qxt18c7tikdejbe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=oisd4xgg4qxt18c7tikdejbe,oisd4xgg4qxt18c7tikdejbe,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=oisd4xgg4qxt18c7tikdejbe&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35e8dd5e86928cbf63ec7e9200296e783a9e1ce85,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=oisd4xgg4qxt18c7tikdejbe&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W349baec9fe17158aead632a8311c94cb57e4ccb73
Colorado Rapids,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/colorado-rapids/cvrl5bces32x6fup1ks1hvets,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=cvrl5bces32x6fup1ks1hvets,cvrl5bces32x6fup1ks1hvets,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=cvrl5bces32x6fup1ks1hvets&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3afed80b528fbc74077052bbb9cc3356ddad8d88d,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=cvrl5bces32x6fup1ks1hvets&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3dc4d5ea2c948000bc1e4739fbe4a108993f381c0
Columbus Crew,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/columbus-crew/chjb0xe5vlaaguop3q2nbalni,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=chjb0xe5vlaaguop3q2nbalni,chjb0xe5vlaaguop3q2nbalni,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=chjb0xe5vlaaguop3q2nbalni&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3001ed6716059e19eb5d43b936a799a302b20ec87,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=chjb0xe5vlaaguop3q2nbalni&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W362bce413359ff818b6eb943c3b2a9a8276b68901
DC United,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/dc-united/5qw82lpi6fio4fbljihlyyulb,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5qw82lpi6fio4fbljihlyyulb,5qw82lpi6fio4fbljihlyyulb,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5qw82lpi6fio4fbljihlyyulb&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3060e6af55030b2b6cecd95bcb08f447e448d679b,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=5qw82lpi6fio4fbljihlyyulb&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39d00b894a0d6ec855a1699591edb7fbe3e52a580
FC Cincinnati,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/fc-cincinnati/652hppivbqchvrp3wopx1isyt,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=652hppivbqchvrp3wopx1isyt,652hppivbqchvrp3wopx1isyt,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=652hppivbqchvrp3wopx1isyt&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a316b988d3edf86aeb9e6fa1f22de6e80dd3633b,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=652hppivbqchvrp3wopx1isyt&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32ba96ae930c76f6c1838c9c2596f9cdc340138e6
FC Dallas,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/fc-dallas/4gi4qw4gt6nfq0c6r8y574qgp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4gi4qw4gt6nfq0c6r8y574qgp,4gi4qw4gt6nfq0c6r8y574qgp,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=4gi4qw4gt6nfq0c6r8y574qgp&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W392b72d4403cbd7db3c0cc3ef3ea4e6c27031f829,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=4gi4qw4gt6nfq0c6r8y574qgp&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3569b39da15bcd5d4c04b33d55340071a70cf5d58
Houston Dynamo FC,https://www.scoresway.com/en_GB/soccer/mls-2026/6i6n0jkbh9zzij6s8htfjh2j8/teams/houston-dynamo-fc/69m5c06m9up1j8vf8ulnb80xu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=69m5c06m9up1j8vf8ulnb80xu,69m5c06m9up1j8vf8ulnb80xu,6i6n0jkbh9zzij6s8htfjh2j8,mls-2026,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=69m5c06m9up1j8vf8ulnb80xu&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a0c52f482a1856b4abd9aa3370982380c95dc482,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=6i6n0jkbh9zzij6s8htfjh2j8&ctst=69m5c06m9up1j8vf8ulnb80xu&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3be340122c1f35d1d9337639612be08f3899dbc8d
