liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals Conceded,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Starts,Total Tackles,Rightside Passes,Time Played,Unsuccessful Long Passes,Times Tackled,Ground Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Losses Of Possession,Unsuccessful Short Passes,Goals Conceded Outside Box,Unsuccessful Passes Opposition Half,Tackles Lost,Tackles Won,Clean Sheets,Aerial Duels,Foul Attempted Tackle,Recoveries,Goals Conceded Inside Box,Total Passes,Successful Open Play Passes,Open Play Passes,Duels lost,Unsuccessful Passes Own Half,Interceptions,Touches,Aerial Duels won,Total Clearances,Ground Duels,Duels,Backward Passes,Successful Long Passes,Ground Duels lost,Forward Passes,Appearances,Index,Duels won,Successful Passes Own Half,Successful Short Passes,Key Passes (Attempt Assists),Leftside Passes,Blocks,Successful Passes Opposition Half,Home Goals,Away Goals,Winning Goal,Throw Ins to Own Player,Unsuccessful Launches,Unsuccessful Crosses open play,Substitute Off,Throw Ins to Opposition Player,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Substitute On,Total Shots,Unsuccessful Dribbles,Total Fouls Won,Aerial Duels lost,Successful Dribbles,Handballs conceded,Blocked Shots,Shots Off Target (inc woodwork),Successful Launches,Unsuccessful lay-offs,Successful Lay-offs,Offsides,Yellow Cards,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Total Touches In Opposition Box,Saves made - parried,Punches,Goals from Inside Box,Attempts from Set Pieces,Assists (Intentional),Right Foot Goals,Corners Won,Penalty Goals,Penalties Taken,Shots On Target ( inc goals ),Goal Assists,Successful Crosses & Corners,Goals,Successful Crosses open play,Goalkeeper Smother,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Through balls,Second Goal Assists,Drops,Hit Woodwork,Left Foot Goals,Clearances Off the Line,Own Goal Scored,Headed Goals,Saves made - caught,Catches,Penalty Goals Conceded,Goals from Outside Box,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Foul Won Penalty,Set Pieces Goals,Other Goals
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,7c3asx73extld50awe557y3ft,A. Akinola,Forward,20,2.0,1.0,2.0,10.0,1.0,,5.0,95.0,2.0,3.0,,6.0,9.0,4.0,1.0,4.0,,,,2.0,1.0,1.0,,16.0,9.0,15.0,6.0,2.0,,21.0,1.0,,5.0,7.0,5.0,,5.0,4.0,2.0,69.0,1.0,2.0,10.0,,2.0,,8.0,0.0,0.0,0.0,,,,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,cvz7rxusmcxxv17fij7dxx6mt,J. Altidore,Forward,17,2.0,4.0,,14.0,2.0,,5.0,134.0,,,1.0,9.0,10.0,9.0,2.0,8.0,,,,7.0,,1.0,2.0,23.0,9.0,18.0,3.0,1.0,,30.0,4.0,1.0,1.0,8.0,6.0,,,5.0,2.0,19.0,5.0,6.0,14.0,,7.0,,8.0,0.0,0.0,0.0,,,,2.0,,,,,,2.0,,,3.0,1.0,,1.0,1.0,,,,2.0,,,,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,25,4.0,6.0,,42.0,4.0,,9.0,360.0,50.0,,,50.0,50.0,,3.0,41.0,,,,1.0,,41.0,3.0,92.0,19.0,37.0,,9.0,,131.0,1.0,2.0,,1.0,,25.0,,74.0,4.0,56.0,1.0,23.0,17.0,,9.0,,19.0,0.0,0.0,0.0,,19.0,,,,,,,,,,,,,,,,4.0,,,,,28.0,10.0,16.0,18.0,,3.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,2.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,2c8lm8pc33blr2596jt0fxkgl,M. Bradley,Midfielder,4,4.0,6.0,5.0,166.0,4.0,8.0,58.0,360.0,11.0,4.0,18.0,41.0,67.0,30.0,3.0,43.0,2.0,6.0,,7.0,4.0,32.0,3.0,207.0,147.0,183.0,17.0,10.0,2.0,278.0,3.0,5.0,31.0,38.0,25.0,8.0,13.0,78.0,4.0,48.0,21.0,74.0,158.0,9.0,46.0,2.0,97.0,0.0,0.0,0.0,1.0,1.0,1.0,,,2.0,7.0,12.0,,1.0,3.0,2.0,4.0,8.0,,3.0,,,,,,1.0,,,,,9.0,,,,,,,4.0,,,1.0,,5.0,,,,,,,8.0,15.0,5.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,18,3.0,2.0,3.0,31.0,1.0,,9.0,129.0,1.0,3.0,2.0,7.0,20.0,6.0,1.0,6.0,,,,2.0,1.0,4.0,1.0,38.0,30.0,37.0,8.0,3.0,1.0,62.0,,2.0,8.0,10.0,10.0,1.0,6.0,15.0,3.0,45.0,2.0,6.0,30.0,3.0,4.0,,25.0,0.0,0.0,0.0,,,2.0,1.0,,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,1.0,,1.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,4.0,6.0,5.0,140.0,4.0,6.0,43.0,360.0,11.0,5.0,14.0,54.0,71.0,43.0,3.0,50.0,1.0,5.0,,10.0,3.0,25.0,3.0,194.0,138.0,192.0,18.0,10.0,6.0,253.0,3.0,3.0,25.0,35.0,18.0,10.0,11.0,77.0,4.0,38.0,17.0,34.0,130.0,4.0,56.0,2.0,106.0,0.0,0.0,0.0,1.0,2.0,6.0,,,8.0,12.0,6.0,,,2.0,7.0,7.0,1.0,1.0,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,1y25f0qsrctfq6wjckzzrl1m2,G. Dorsey,Midfielder,19,2.0,1.0,,2.0,,1.0,,29.0,1.0,2.0,1.0,3.0,5.0,2.0,,3.0,,1.0,,,,,1.0,5.0,2.0,5.0,3.0,,1.0,12.0,,,4.0,4.0,1.0,,3.0,3.0,2.0,29.0,1.0,,2.0,,1.0,,2.0,0.0,0.0,0.0,2.0,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,1l6i2bcz1rgvkgo3dtxe9yrjd,T. Endoh,Midfielder,31,2.0,,1.0,22.0,,1.0,2.0,68.0,1.0,,2.0,3.0,8.0,2.0,,4.0,1.0,,,,,3.0,,25.0,22.0,25.0,1.0,1.0,1.0,38.0,,,3.0,3.0,8.0,1.0,1.0,6.0,2.0,37.0,2.0,6.0,21.0,,9.0,,16.0,0.0,0.0,0.0,1.0,,2.0,,,,2.0,2.0,2.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,27,1.0,,,5.0,,1.0,3.0,15.0,1.0,,1.0,4.0,4.0,3.0,,4.0,,1.0,,1.0,,1.0,,9.0,5.0,9.0,1.0,,,14.0,,1.0,1.0,2.0,,,,4.0,1.0,52.0,1.0,1.0,5.0,,2.0,,4.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,66bp8iuiiz4mskcookp1ew5at,E. Gallardo,Forward,9,1.0,,,3.0,,1.0,,30.0,,2.0,1.0,3.0,7.0,3.0,,4.0,,1.0,,1.0,,2.0,,6.0,3.0,6.0,2.0,1.0,,12.0,1.0,,3.0,4.0,,,2.0,4.0,1.0,15.0,2.0,,3.0,,2.0,,3.0,0.0,0.0,0.0,,,2.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,5ywmuj75fpflsqyne41dsgpg5,O. González,Defender,44,4.0,6.0,8.0,96.0,4.0,1.0,18.0,360.0,17.0,1.0,4.0,41.0,43.0,24.0,3.0,31.0,,1.0,,18.0,2.0,15.0,3.0,137.0,91.0,130.0,12.0,11.0,9.0,186.0,16.0,23.0,14.0,32.0,9.0,11.0,10.0,80.0,4.0,42.0,20.0,57.0,85.0,,30.0,3.0,39.0,0.0,0.0,0.0,,7.0,1.0,,,2.0,3.0,1.0,,2.0,,3.0,2.0,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,4vrd6vji126bw8l1q6wxe0cfd,R. Laryea,Midfielder,22,3.0,3.0,6.0,46.0,3.0,7.0,8.0,270.0,2.0,9.0,19.0,17.0,37.0,15.0,2.0,12.0,2.0,5.0,,6.0,2.0,13.0,1.0,63.0,45.0,62.0,17.0,6.0,3.0,133.0,5.0,5.0,35.0,41.0,10.0,2.0,16.0,24.0,3.0,40.0,24.0,20.0,44.0,,21.0,,26.0,0.0,0.0,0.0,16.0,2.0,1.0,,3.0,1.0,3.0,1.0,,2.0,4.0,9.0,1.0,3.0,,,,,,1.0,1.0,3.0,,,,,7.0,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,9qshi2dind1f6unpfneiuj14a,J. Marshall-Rutty,Forward,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,a15hw8b954xv3x2rvui23hed,C. Mavinga,Defender,23,1.0,1.0,1.0,15.0,1.0,,5.0,45.0,,,1.0,2.0,3.0,2.0,1.0,,,,,3.0,1.0,2.0,,17.0,14.0,16.0,2.0,2.0,,21.0,3.0,2.0,3.0,6.0,4.0,,2.0,5.0,1.0,22.0,4.0,8.0,15.0,,3.0,,7.0,0.0,0.0,0.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,b7xpyb832znharyanthhks91x,J. Morrow,Defender,2,3.0,5.0,1.0,70.0,2.0,6.0,38.0,204.0,6.0,1.0,10.0,23.0,32.0,17.0,2.0,20.0,2.0,4.0,,13.0,1.0,11.0,3.0,93.0,67.0,90.0,9.0,5.0,1.0,137.0,7.0,3.0,13.0,26.0,13.0,4.0,3.0,38.0,3.0,95.0,17.0,43.0,66.0,1.0,4.0,2.0,28.0,1.0,0.0,1.0,10.0,4.0,2.0,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,,,,,,,,,,,,,4.0,,,1.0,,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,80r2a3jnvy8ekbl3ojskctjo5,P. Mullins,Forward,13,4.0,,4.0,16.0,1.0,1.0,5.0,139.0,,4.0,4.0,8.0,19.0,8.0,,10.0,1.0,,,4.0,4.0,4.0,,24.0,15.0,23.0,12.0,,,42.0,1.0,1.0,13.0,17.0,7.0,1.0,9.0,7.0,4.0,50.0,5.0,7.0,15.0,,5.0,,9.0,1.0,0.0,0.0,,,2.0,1.0,,,,2.0,3.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,3.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,6ahu72g0u39bxbjiz7ggefai1,N. Okello,Midfielder,14,3.0,1.0,5.0,34.0,2.0,,10.0,133.0,1.0,1.0,3.0,13.0,19.0,12.0,1.0,12.0,,,,6.0,3.0,8.0,,47.0,34.0,47.0,7.0,1.0,1.0,62.0,4.0,1.0,8.0,14.0,7.0,1.0,5.0,16.0,3.0,34.0,7.0,12.0,33.0,2.0,14.0,,22.0,0.0,0.0,0.0,,,,2.0,,1.0,1.0,,1.0,3.0,,,2.0,3.0,1.0,,1.0,,,,2.0,,,,,,6.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,a31s7t25qa1llzl3v79x2iimt,J. Osorio,Midfielder,21,2.0,4.0,1.0,27.0,2.0,,8.0,104.0,,,2.0,3.0,11.0,3.0,2.0,3.0,,,,2.0,,3.0,2.0,30.0,27.0,30.0,3.0,,,48.0,,2.0,3.0,5.0,9.0,,1.0,8.0,2.0,60.0,2.0,5.0,27.0,,5.0,1.0,22.0,1.0,0.0,0.0,,,,2.0,,,,,,2.0,,2.0,2.0,,,1.0,,,,,,,,,,,4.0,,,1.0,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,9rgkh8j5l8n0ld96ojr47xy7e,J. Perruzza,Forward,77,1.0,1.0,1.0,10.0,,,3.0,30.0,,,2.0,1.0,4.0,1.0,,1.0,,,,2.0,1.0,,1.0,11.0,10.0,11.0,3.0,,,16.0,,,3.0,5.0,6.0,,1.0,1.0,1.0,31.0,2.0,2.0,10.0,,1.0,,8.0,0.0,0.0,0.0,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2021,Toronto FC,34wufspo6zerdhewo82hbszmy,R. Priso,Midfielder,97,4.0,4.0,5.0,87.0,3.0,6.0,42.0,225.0,6.0,,11.0,18.0,25.0,12.0,2.0,11.0,2.0,4.0,,4.0,3.0,19.0,2.0,105.0,86.0,103.0,11.0,7.0,5.0,135.0,1.0,2.0,19.0,23.0,11.0,3.0,8.0,36.0,4.0,22.0,12.0,38.0,84.0,2.0,16.0,,49.0,0.0,0.0,0.0,,2.0,,3.0,,1.0,2.0,,1.0,1.0,,4.0,3.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
