liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,Atlas FC,2tlhmfokon6uywga5h0xtmuhh,C. Aboagye,Midfielder,20,6,1436,1,10,4,807,2,124,2,451,6,1,14,14,6,3,12,143,276,24,78,817,5,23,39,685,22,9,92,275,20,78,7,102,17,26,20,1028,1,17,12,166,196,11,10,97,3,1,40,2,28,7,7,185,6,25,6,17,1,76,222,716,725,19,2,1,2,3,15,88,9,9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,5,,24,,,1,4,,,,1,,,1,,,,,1,3,,,5,,,,3,,,1,1,,1,,2,,,,11,,1,,,4,,10,,,,1,,,,,,5,,,1,,,,3,4,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,7,11,1096,36,,3,510,6,45,6,205,13,1,40,6,6,2,13,143,229,19,58,526,1,19,7,392,18,11,98,162,7,91,4,60,12,15,25,758,8,13,8,88,256,10,10,80,5,4,36,3,28,28,3,129,25,20,18,13,,36,63,414,428,41,1,,1,,11,49,8,31,52,1,2,1,1,3,1,8,1,5,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,2,8,1529,47,,8,679,2,38,3,313,16,3,54,11,13,3,28,182,253,40,86,703,1,23,9,495,23,16,140,85,5,115,3,82,17,24,33,1020,,17,6,106,367,17,10,103,3,,68,3,18,37,4,171,62,26,8,17,,40,213,543,563,65,4,,,1,28,68,12,43,66,,6,,2,,,13,,7,1,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,5,360,34,,3,172,3,21,1,85,11,2,14,1,,,6,56,53,15,23,174,,6,12,129,2,1,37,73,4,32,1,32,4,6,10,294,,4,3,42,76,2,10,33,1,1,8,1,2,5,1,53,9,2,5,4,,14,4,135,137,11,3,,1,,13,20,2,13,28,,,,,,,6,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,17,14,1384,,35,,361,20,118,1,209,1,5,2,13,22,3,47,231,63,10,122,395,,28,7,265,20,42,124,88,18,126,9,29,16,37,12,675,,16,11,136,92,109,10,121,20,,6,1,34,74,11,257,23,23,14,16,1,89,97,243,271,121,4,7,2,1,9,136,1,4,47,,13,,8,,1,,,3,4,,3,2,7,1,1,1,4,,1,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,3gxwh529yietclalkd1zf8zu2,U. Cardona,Midfielder,316,12,442,1,4,,119,2,33,5,71,,2,1,6,,,9,71,31,13,22,120,5,19,13,96,4,,23,30,6,39,3,20,5,11,2,232,10,9,7,87,24,9,10,40,,,1,1,13,2,5,98,,4,18,9,,49,33,96,97,11,,,1,1,7,58,6,3,38,4,1,,,3,,,,1,,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,d6d7zbt72rhk98u61zzzskoh5,J. Estrada,Goalkeeper,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,30,,450,,,10,57,,,,15,25,,42,,,,,44,63,1,,120,,,1,50,8,,42,14,,39,,36,5,,3,172,,5,,4,91,,10,5,,,28,,,2,,6,6,8,,5,,1,15,42,78,2,1,,,,1,1,,2,3,,,,,,,,,,,,,,,,,,,,,15,54,2,1,1,9,5,6,2,1,10,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,dektuqo3uwp2o30gzh3ih8gyx,E. García,Midfielder,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,Atlas FC,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,15,47,1447,14,11,1,325,14,107,14,222,9,2,12,10,2,3,11,230,72,16,43,335,7,13,22,272,20,11,55,53,17,92,3,51,17,34,13,669,4,17,5,164,80,45,10,67,9,,8,14,25,4,35,179,3,23,50,17,,101,95,270,280,15,2,1,1,,11,112,5,14,63,,6,,1,,,3,,1,,3,4,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
