root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,9r5wts47bv195z3rm8gajztg,A. Ahmed,Defender,20,1,13,18,16,217,298,13,27,13,1,37,107,18,1,3,1,4,2,12,31,5,1,4,22,19,3,34,1,4,127,9,6,1,6,10,72,43,1,3,5,44,4,32,9,5,39,1,1,1,122,108,8,24,9,4,4,1,1,8,50,103,1,4,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,3oz349uss092g2kxi8adsj4l,M. Borjan,Goalkeeper,18,,,,,57,180,,,,,25,22,,,2,,2,,,,,,,7,10,,19,10,2,37,,3,,,10,2,10,,2,,,,,,,9,,2,,17,27,,14,,2,2,,,,,15,5,,,9,0,1,1,2,2,5,22,15,1,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,2,,,1,1,16,10,1,,1,,2,7,2,,,,,,,1,,,,4,2,,3,,,9,2,,,1,10,5,5,,,,2,,2,2,,6,1,,,7,7,,,2,1,1,,,,3,5,,1,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,c3j7ddqg0yzporam6gieibgiy,C. Brym,Forward,19,,,6,1,35,83,4,6,1,1,6,13,11,1,3,,,2,1,2,1,1,,9,11,,8,,,26,,2,2,3,10,10,14,,3,2,6,1,3,,1,4,1,,,25,15,2,5,,3,3,,2,,9,14,2,,,8,0,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,,1,23,2,102,312,15,16,5,1,12,35,16,1,2,1,4,3,14,9,3,1,2,15,17,3,8,1,1,55,,4,1,12,10,27,35,2,2,8,24,,13,2,4,23,4,,9,51,38,9,7,2,4,4,2,7,,36,34,3,,5,8,0,,1,,,,,,,,,,,3,4,1,1,1,1,1,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,3,1,,6,3,186,221,5,22,1,,78,129,12,4,5,2,2,,3,7,6,,2,19,19,1,49,7,3,160,2,2,,3,10,63,26,,5,1,12,1,9,1,,37,2,,3,156,141,2,22,2,4,4,,1,2,15,138,12,,1,52,0,,,,,,,,,,,,2,1,2,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,wo91ycisyie6qno6vbkcxuj9,J. Hoilett,Forward,10,7,4,17,10,154,285,12,16,2,5,16,70,21,1,2,1,4,4,12,8,2,2,1,34,23,4,28,2,,95,,4,2,6,10,61,51,1,2,5,20,,9,7,4,24,1,,5,89,72,9,12,15,4,4,,2,5,26,67,2,3,4,27,0,,,,,,,,,,,,,2,1,1,,1,1,2,,2,,1,0,6,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,b3c7he0nawf4gaovhmn38j7u2,S. Kennedy,Defender,23,,,4,,28,51,1,4,1,1,12,14,,1,2,1,,,,3,2,1,1,,,,2,,4,14,,,,3,10,3,2,,2,3,4,,3,,,6,,,,14,14,,1,,2,2,,,,7,14,,,,2,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,4vrd6vji126bw8l1q6wxe0cfd,R. Laryea,Defender,22,,5,22,6,212,389,19,26,13,2,41,113,13,10,5,2,4,1,15,38,20,2,10,14,15,1,46,2,2,129,9,4,,3,10,75,32,1,5,3,57,4,38,3,1,43,,1,3,128,114,4,18,3,4,4,,7,3,60,113,1,2,1,14,0,,1,,,,,,,,,,,6,2,1,,1,1,,,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,9ciad1fw48orv5aph9o83f6ne,V. Loturi,Midfielder,12,,,2,,11,21,2,6,,,6,8,1,,1,1,,,,,,,,,1,,1,,,10,,1,,,10,3,2,,1,,2,,,,,1,,,,9,9,,1,,1,1,,1,,2,8,1,,,2,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
