liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Yellow Cards,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Shots,Foul Attempted Tackle,Total Touches In Opposition Box,Unsuccessful Dribbles,Unsuccessful Crosses open play,Corners Won,Blocked Shots,Throw Ins to Opposition Player,Shots On Target ( inc goals ),Through balls,Substitute On,Successful Lay-offs,Successful Crosses open play,Handballs conceded,Hit Woodwork,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Foul Won Penalty,Offsides,Goals,Headed Goals,Goals from Inside Box,Right Foot Goals,Clearances Off the Line,Penalties Taken,Unsuccessful lay-offs,Penalty Goals,Penalty Goals Conceded,Goals Conceded Outside Box,Catches,Penalties Faced,Penalties Off Target,Left Foot Goals,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Set Pieces Goals,Total Red Cards,Red Cards - 2nd Yellow,Goalkeeper Smother,Drops,Own Goal Scored,Saves made - caught,Second Goal Assists,Other Goals,Last Man Tackle
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,68gqduf12hqljtir5m240by09,O. Bascome,Midfielder,13,247,1,104,13,6,39,2,10,43,52,4,20,115,2,1,1,74,4,30,6,18,5,24,16,3,1,11,154,14,3,2,12,48,10,10,11,2,3,15,5,4,5,3,6,2,5,36,77,85,3,1,2,3,5,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6tixyrokd26urd6rrt11z9qdx,C. Basden,Midfielder,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,909s1dcf989ff1ckqvq1jz0lx,J. Bather,Defender,6,270,,82,1,,17,4,11,23,47,4,10,85,,2,1,56,4,21,,19,1,14,8,3,2,7,130,,3,4,12,50,10,17,8,2,10,26,20,4,,3,,,5,15,63,64,14,1,,3,9,1,4,7,4,1,2,1,4,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6twok2a2dsbv7187t4y9jic45,D. Brangman,Midfielder,8,270,22,94,11,,27,3,11,44,38,7,20,96,,2,1,62,4,31,,2,2,20,18,3,9,15,163,,3,1,23,54,10,11,3,2,1,26,6,4,4,3,,,13,29,64,65,3,1,,6,15,1,3,10,,,2,,2,1,2,1,,4,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,ewe8hgaz618sx81m96zrdzv1l,M. Butterfield,Midfielder,15,118,,32,1,,12,,2,5,16,2,2,32,,1,,26,3,4,,14,1,4,5,1,4,,50,,2,1,4,7,10,4,2,,2,6,1,3,,2,,,2,10,28,28,2,,,1,2,1,5,2,,,4,1,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,8mtwfs8i1ids2406fbl2dzcvd,W. Clemons,Defender,11,253,,89,14,1,35,1,4,40,38,9,16,92,1,4,5,68,4,20,,21,2,16,24,3,4,6,148,1,3,,37,30,10,21,4,7,,40,2,4,2,3,1,,16,27,69,72,3,1,,5,19,4,4,21,1,,,2,3,2,2,6,3,1,2,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,1moud6tpl50s5vo56vbvljxex,J. Donawa,Defender,17,50,,11,2,,2,1,3,7,3,,3,11,,1,,5,1,6,,2,,5,3,,,1,17,,2,,3,4,10,1,,1,,5,2,1,,2,,,2,3,5,5,2,,,,4,,,1,,1,,,2,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,44ahwdqv64fku4rqo1ksdcr1l,L. Evans,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6pshinen94qsxn8dg0m7fgamt,D. Eve,Goalkeeper,1,270,,22,,,12,23,38,44,21,,3,74,,,,12,4,41,,6,,31,25,3,1,10,114,,3,,1,61,10,2,21,,2,3,3,4,,3,,,1,7,8,33,2,1,,,1,,,,4,,,,,,,,,,,,,,,,,,,,19,33,2,8,5,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,cd8r1lu1vm8pmw1xv07nrvnqh,J. Harvey,Defender,5,127,9,39,8,,15,,1,15,17,1,7,40,,2,1,30,2,8,,18,,8,3,1,1,2,79,,2,1,11,14,10,7,2,3,2,15,9,2,2,2,,,6,,31,32,4,,,1,8,,4,5,1,,1,,2,,,4,2,2,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6h7moy90t56c9l9zxfex5lg5,J. Hill,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,eyw3mhqop2edvkvns8aksbz3e,Q. Hunt,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,by4oo4tv2k7f7baascacd4s7p,R. Lambe,Midfielder,19,152,,41,11,,25,,2,12,11,2,4,42,1,1,,33,3,6,,13,2,7,7,2,1,,55,1,2,,4,11,10,3,3,,1,7,1,3,1,2,1,,2,7,35,36,3,,,1,4,1,,2,,,1,,2,1,,6,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,905ctd20yz6tq5z83e217ldxx,R. Lee,Defender,4,11,,2,,,1,,,,1,,,2,,2,,2,,,,1,,,,,,,2,,1,,2,1,10,,,,,2,,,,1,,,2,,2,2,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,7t45yumbmxyzscj9pr74oibx1,D. Leverock,Defender,16,270,,59,2,,14,4,7,18,39,3,9,69,,4,,46,4,16,,10,,11,8,3,,5,113,,3,2,13,38,10,13,7,3,8,27,22,4,,3,,,8,19,45,53,14,1,,,14,3,4,5,1,,,,6,2,2,5,1,,1,1,,2,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup,2019 USA - Costa Rica - Jamaica,Bermuda,6sqbbasqmtyfmsrp0ba64xxp1,Z. Lewis,Midfielder,10,252,1,57,10,,24,,2,32,19,5,14,59,1,4,1,42,4,16,,11,5,16,14,3,3,3,95,2,3,,21,21,10,13,1,5,3,27,,4,3,3,2,,11,17,41,43,6,1,,4,14,1,,10,,,2,2,3,4,2,10,3,1,4,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
