liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,Atlas FC,2tlhmfokon6uywga5h0xtmuhh,C. Aboagye,Midfielder,10,6,788,1,6,2,1,385,7,48,4,246,5,10,11,8,2,6,97,94,24,45,391,3,16,6,319,9,13,55,118,9,54,2,44,9,15,10,544,1,15,12,1,90,116,11,10,41,5,1,17,4,11,1,4,97,5,11,9,15,1,1,2,50,109,330,336,7,4,2,1,12,56,12,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,5,1,225,2,1,,,66,,3,,12,5,9,1,,2,3,21,38,2,8,67,,4,,47,5,,17,15,,7,,6,2,1,11,89,,3,1,2,8,28,,10,8,,,3,,2,4,,15,7,7,1,3,,,,4,21,49,50,7,,,,1,7,1,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,daycar7otzfqiei5wk8rmd0b9,A. Andrade,Midfielder,8,16,1018,9,1,5,,433,7,69,14,272,5,19,9,12,2,14,267,90,26,93,460,5,26,26,320,14,21,112,152,29,140,8,55,12,23,13,782,31,13,18,2,161,157,32,10,77,9,3,28,2,14,11,22,186,6,16,41,13,19,,2,95,82,328,348,25,1,2,,15,109,11,7,66,,1,2,1,1,11,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,dl40zb7nm9ayqf10noredupd5,C. Calderón,Defender,26,25,1240,111,1,1,7,498,8,70,16,261,24,39,15,12,4,21,236,158,38,74,516,,11,11,374,17,16,113,184,16,134,2,91,14,27,28,949,27,15,7,4,106,238,15,10,82,4,2,29,6,15,18,11,145,28,21,49,15,20,,1,42,24,388,403,39,4,1,,25,63,13,19,64,29,3,,,2,6,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,3gxwh529yietclalkd1zf8zu2,U. Cardona,Midfielder,13,23,1101,9,3,3,1,353,7,65,3,209,3,10,13,3,4,14,170,83,44,56,355,9,28,14,283,15,11,66,112,15,70,3,60,13,29,20,609,2,16,14,2,158,101,21,10,80,8,,6,2,22,,18,172,3,19,24,16,1,,,78,77,287,289,14,1,,1,34,92,10,10,80,1,2,1,,3,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,bf7fowhre5abfwm4m9707qevp,Jefferson Duque,Forward,17,3,1013,,3,8,,122,8,37,,88,,2,4,7,3,22,78,19,5,35,144,2,18,2,105,13,20,37,55,9,37,4,9,11,11,3,249,,14,9,1,53,27,47,10,34,13,,2,,9,18,3,93,6,16,3,14,,2,,37,25,86,107,40,3,,,2,59,3,4,16,,5,5,2,1,,,,2,5,1,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Forward,18,1,107,,4,1,,31,2,9,,20,,1,,1,,2,19,7,1,5,33,,2,,26,4,1,6,10,,7,2,2,,1,,53,,4,1,,7,3,5,10,3,,,1,,,2,1,11,,4,1,4,,,,6,11,26,27,4,,,,,8,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,d6d7zbt72rhk98u61zzzskoh5,J. Estrada,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,dektuqo3uwp2o30gzh3ih8gyx,E. García,Midfielder,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,9e6gavtd12x5curksj8yno5ih,B. Garnica,Midfielder,15,35,843,19,6,4,1,202,13,51,5,128,5,7,10,5,4,10,129,42,16,31,203,7,10,6,161,12,8,38,45,10,66,4,22,9,28,8,407,1,15,6,,99,51,22,10,52,3,1,4,4,23,7,14,116,2,16,36,15,,,,54,56,164,165,17,1,,,8,64,8,8,45,2,6,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,cvtcdvadfa2rd0iwce89chdyh,C. González,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,5ywmuj75fpflsqyne41dsgpg5,O. González,Defender,14,,1440,1,,,6,568,1,49,,167,22,49,6,5,4,27,132,292,15,73,581,,15,1,421,20,8,122,84,1,92,1,59,16,9,30,719,,16,5,6,43,286,16,10,68,3,,38,,4,48,,118,59,24,,16,,,,23,162,447,459,75,5,,,8,50,7,15,20,1,,2,,3,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,f1trc7unzeeqvlexvzkltp46i,I. Govea,Midfielder,29,34,1358,92,,,4,486,6,81,4,244,18,27,12,5,3,22,182,167,30,68,502,3,20,2,392,21,7,95,25,10,92,2,62,16,27,37,847,,16,9,5,85,214,8,10,63,2,,15,4,11,22,5,129,32,24,34,16,,,,44,182,396,407,44,5,,,19,66,11,26,41,31,1,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,8lm8rfsg848ho676ys2o67w7p,E. Hernández,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Atlas FC,2hlfqnms7bs6eiy9gibc4fvft,José Hernández,Goalkeeper,1,,1530,,,,23,288,,,,64,92,165,,,5,,174,252,3,6,487,,1,1,210,22,,171,62,1,137,,150,17,,34,643,,17,1,,5,328,,10,10,,,106,,3,6,,11,11,27,,17,,,,1,97,200,316,6,5,,,1,1,2,2,4,,,,,1,,,,,,,,,,,,,51,152,3,4,3,27,13,23,4,3,49,,,,,,,,,,,,,,,,,,,,
