root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,a4jzd8epnwrm4ztb5lata5dnu,A. Applewhaite,Defender,6,270,17,71,5,22,11,1,15,1,3,1,4,2,47,24,6,17,78,8,1,44,7,1,32,18,1,15,1,7,20,3,6,17,149,3,7,31,54,1,10,14,2,2,6,1,2,34,7,11,3,18,1,40,46,3,3,20,3,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,c2m4n2h18zac4e2y4kjxr1rvu,H. Brewster,Defender,16,205,17,27,,6,9,,12,,2,1,4,2,29,9,5,7,34,3,,12,6,1,19,,,12,,1,13,2,4,8,87,3,3,16,25,,10,7,,3,2,,,18,8,10,3,9,9,12,15,2,4,11,1,5,7,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,ab0om10qadnxbbe4y84r5goru,E. Bryan,Forward,2,108,2,12,1,2,2,,2,1,,1,4,1,7,4,1,4,12,2,,6,4,1,6,3,,5,,,4,1,,1,21,2,2,6,6,2,10,1,,,,,,7,3,8,2,5,2,6,6,1,1,6,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,drv416up7smqauck40pity1re,L. Catlyn,Defender,4,270,,55,1,15,13,,23,,2,1,4,2,36,23,5,10,71,8,,31,7,1,33,7,,25,,,15,3,2,9,99,3,3,17,53,1,10,6,,7,1,,,19,10,11,3,11,10,29,38,2,4,13,1,2,6,1,,5,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,82eizjyhmr1n76gmn9tn882ga,A. Funk,Forward,20,45,,7,4,1,1,,1,,1,,,,6,3,,4,9,3,,4,2,,5,1,,3,,,1,,1,2,13,1,3,8,4,,10,1,,,1,,,8,1,2,1,7,,2,4,,,7,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,cgf79jslwhdpgr5bjk77njxbe,T. Gale,Forward,10,180,,13,3,6,,,1,,,4,,5,25,2,2,5,14,5,1,7,5,8,6,5,2,7,2,,6,2,,,53,2,2,18,3,15,10,6,,1,2,1,4,24,1,5,2,13,3,7,8,6,,18,2,1,5,1,,,1,,,3,1,1,1,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,275zzeztpg6lxhbaf9zx5uove,J. Gilkes,Midfielder,15,269,,55,7,15,4,1,6,,3,,4,1,27,19,11,15,55,7,6,32,7,1,21,13,2,14,1,,18,3,4,7,105,3,5,38,25,,10,26,,2,5,4,,43,6,11,3,16,10,34,34,5,6,17,5,7,22,,,,,,2,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,bhx3patljnqwbb9pm566hhfmy,R. Gittens,Midfielder,12,135,,33,7,14,1,,2,,1,,4,,23,4,5,13,33,2,5,17,1,,15,6,1,14,,,7,2,5,2,61,2,2,20,16,2,10,14,,1,3,1,,21,3,5,2,7,4,18,18,1,3,7,2,2,13,1,,,1,1,,,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,aeexyimoyu75ws0fjdl88tai2,A. Grant,Forward,9,150,1,26,6,12,,,1,,,,,5,22,5,2,11,28,2,,16,3,,12,6,3,11,,,9,2,3,2,52,2,1,11,8,,10,4,,,,2,1,18,,3,2,9,8,14,16,7,2,14,,1,2,,,,1,1,,,1,,,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,23r4eogse87by3u4wrc76p0tm,J. Hutson,Midfielder,8,91,,10,6,3,,,,,1,,4,2,12,5,,8,16,,,6,2,,8,1,,3,,,2,1,2,5,23,2,,6,6,,10,2,,2,1,1,1,9,,6,2,5,3,4,8,3,,7,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
