liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,Chattanooga Red Wolves SC,ig530te9sqdo1ak7t0fj12lm,N. Amponsah,Defender,13,1499,2,1,6,1,562,2,22,73,25,2,36,14,1,2,24,87,424,20,42,1,575,1,12,8,465,20,2,78,188,2,30,1,64,17,17,48,790,18,7,18,61,221,10,10,66,1,32,6,32,1,117,72,22,18,1,27,144,1,1,486,497,56,3,16,51,4,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,62c7i3fhh0n9qsek9senh3n4l,S. Beattie,Midfielder,10,2097,10,,1,9,543,18,140,248,14,6,43,20,14,4,58,339,168,35,124,3,567,2,40,28,360,25,34,167,143,21,182,8,82,24,43,31,1048,24,31,5,247,143,59,10,166,20,40,69,37,23,342,24,29,24,1,118,141,,8,381,400,95,6,21,176,14,5,129,37,8,8,6,16,3,3,11,1,2,12,2,46,7,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,8yup553x5rzarnfneffr3b9p1,J. Caparelli,Defender,3,1892,138,3,10,,737,4,114,248,31,4,66,17,4,1,18,276,362,34,92,2,767,7,29,26,568,23,6,158,213,6,131,,121,22,27,45,1218,25,10,2,187,334,15,10,96,2,41,30,6,17,211,20,24,25,,97,106,,,584,609,24,3,23,115,11,20,90,18,1,3,,1,,14,,,,1,,18,,4,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,1drex4npa8h6scyiyi1bmzalm,Y. Cisse,Forward,15,679,1,8,,,119,4,34,53,2,2,8,10,10,,16,100,34,11,27,2,122,5,16,9,82,11,13,35,24,4,28,2,24,7,13,9,282,15,6,1,82,27,20,10,44,3,5,17,8,12,106,6,11,15,,46,37,,,84,87,24,,7,62,4,4,36,2,9,3,,,,,,,,,,2,,2,,,1,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,dw0wyfip2l7rwhsmg96lnh2ax,J. Dell,Midfielder,19,75,1,3,,,31,1,2,12,1,,4,,1,1,1,20,12,,5,,32,,3,2,19,3,1,9,11,,13,,8,,1,1,54,3,3,1,10,11,2,10,4,,4,2,1,3,12,2,4,3,,7,8,,,22,23,2,,,8,,,3,4,,,,1,,,1,,,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,dyxnhxgo9t7kk8cu3cd1is9g5,W. Dieterich,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,33pqpsacje65m7xhh0x5ln2dx,R. Dixon,Defender,2,540,29,,3,1,234,,16,77,11,3,17,1,,1,8,87,105,19,41,,239,,10,5,156,7,1,58,20,1,35,,20,6,9,25,376,6,8,2,56,119,2,10,42,1,25,4,15,2,79,24,8,6,1,29,84,,1,177,181,23,1,14,37,5,13,27,2,,,,1,,12,,,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Forward,22,2200,7,,7,2,1016,7,133,286,35,6,88,20,11,5,28,255,536,70,121,3,1031,2,27,5,757,29,16,209,251,6,161,7,136,25,33,60,1347,25,16,8,174,359,26,10,125,5,65,16,35,5,237,36,34,25,2,84,288,,2,808,822,63,6,46,112,24,41,90,12,,4,,,,,,,,,,12,,1,2,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,v2vp6mke7xzki15pas9r19ed,C. Falvey,Defender,32,270,,,1,1,125,,6,30,10,2,18,1,1,,3,38,72,7,13,,133,,6,,85,4,2,31,11,1,21,,21,3,3,10,168,3,3,,16,72,5,10,17,1,17,3,7,,26,6,4,3,1,6,44,,1,95,102,10,1,5,9,2,5,10,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,1302,3,,6,,508,2,10,64,33,6,61,6,3,4,24,124,335,20,54,1,514,1,30,2,357,14,4,115,140,1,69,,62,15,13,46,677,15,11,15,66,242,12,10,55,1,42,3,30,,120,63,18,15,,41,122,,,394,399,54,4,12,65,8,19,25,,3,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
