liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Atlético Ottawa,6hmakiuv72jj9hoda4coem978,N. Abatneh,Defender,23,51,27,24,25,77,1,15,439,10,1,2,135,55,80,9,562,9,66,25,66,1,23,21,2,1,84,28,56,1,10,25,4,1,625,1,1890,1,2,262,9,7,72,1,720,6,4,24,3,1,5,11,1,81,1798,316,1572,1807,12,11,1,1,2186,6,1,2,1,109,15,28,113,1984,10,1888,23,15,96,2258,3,29,55,55,41,41,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,2a0ruwky9web8r2rm4jsgsx04,A. Álvarez,Forward,24,,,,3,3,,,17,,,1,9,5,4,,3,,,3,,,1,1,,,9,5,4,1,10,1,1,,11,,18,,,8,1,,3,,1,1,1,,,3,1,,,,16,10,7,16,,,,,57,4,,,,1,,3,11,18,2,16,,2,2,37,2,,1,2,1,1,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,622w13rktz2os2jlo286col3p,M. Aparicio,Midfielder,10,48,19,29,30,314,9,7,409,7,,16,347,168,179,91,556,35,,30,,1,27,25,2,,299,149,150,2,10,43,29,,526,2,1875,1,2,165,82,42,169,1,516,22,12,29,9,1,28,4,61,98,1608,793,855,1545,33,55,7,37,2608,50,14,3,,38,59,34,401,1912,34,1643,88,36,269,2475,16,33,85,224,57,184,6,1,0,0,5,5,12,12,5,5,1,7,1,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,8texi81doeqhy7eu6fnhrstbe,J. Assi,Forward,14,,,,5,8,,,7,,,,7,5,2,9,8,2,,5,,,2,2,,,7,5,2,,10,,,,6,,23,,,4,1,,3,,1,,,,,5,2,,,2,18,10,8,16,,,,1,55,,,,,3,3,,6,23,,18,,,5,30,,1,1,5,1,4,2,,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,90guns09mguhjj0yacn0gsn9x,J. Castro,Midfielder,2,17,12,5,27,308,6,7,261,2,,5,157,71,86,37,297,13,,27,,,22,19,3,,140,59,81,,10,20,20,,420,,1482,,2,139,36,13,115,,489,10,4,27,21,,24,2,54,87,1361,612,785,1306,14,16,3,2,2124,29,1,,,25,22,27,181,1514,14,1393,30,8,121,1779,8,17,43,88,42,78,7,,,0,4,1,9,4,1,,9,4,,1,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,55pbfqu5om60d5zehxbvwymi2,L. Cloutier,Defender,28,44,18,26,26,139,,12,413,9,,2,117,49,68,42,704,8,11,26,11,,25,24,1,,73,31,42,,10,38,7,2,692,,1818,1,2,186,27,14,70,,335,4,1,25,4,1,2,13,,63,1647,501,1193,1631,9,23,1,67,2265,8,1,2,,104,16,8,222,1870,5,1694,32,7,176,2225,4,50,87,118,65,89,2,,,0,,,7,7,1,,,2,,1,,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,7h7b3ahb5mki2mlfxvh5ftyc4,J. Coulanges,Defender,20,11,9,2,20,100,,2,91,,,3,94,50,44,47,41,9,,20,,2,7,6,1,2,83,41,42,,10,7,11,,4,2,226,7,1,55,8,5,31,1,81,2,6,6,6,14,10,1,,3,188,103,87,185,4,19,,14,594,21,1,,,10,16,9,90,226,8,188,23,26,38,382,12,3,3,33,14,35,1,1,1,0,2,2,9,9,,,,,,1,,1,,,,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,c0xmbp19y55o88rgdrcf83p5g,T. Crampton,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,9,5,4,4,21,,2,27,,,,20,12,8,,80,4,,4,,,4,3,1,,11,7,4,,10,6,,,77,,185,,,14,4,1,16,,10,3,,4,1,,,1,,12,171,33,141,162,1,3,,5,302,,,,,14,5,,21,188,3,174,4,2,14,234,,2,5,9,5,9,2,,,0,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,2gihyqb3qif9zrn8q6dr3h4o9,R. Ennin,Forward,77,2,2,,2,1,,,1,,,,6,6,,9,,1,,2,,1,,,,1,4,4,,,10,,,,2,,3,,,1,,,1,1,,,1,,,2,,,,,2,1,1,2,,,,,24,1,,,,,3,,8,3,1,2,,5,1,13,,,,,1,1,,0,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,8vp11oeb0zdxnecv79eprj6dw,Gabriel Antinoro,Midfielder,11,16,9,7,30,390,10,6,389,9,,6,232,120,112,166,157,8,,30,,4,23,21,2,4,216,111,105,3,10,21,24,,242,3,980,10,2,177,43,20,108,3,202,15,15,28,14,2,36,1,6,19,844,492,372,836,21,34,1,31,2466,70,5,2,,47,13,14,328,991,30,855,55,84,136,1514,41,20,27,128,44,109,1,3,1,1,9,8,36,28,3,,14,4,,,1,6,2,8,,,3,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,7mjkaufxrnw5eztv43efejaj8,J. Hartill,Midfielder,16,2,1,1,1,1,,,,,,,2,1,1,,2,,,1,,,,,,,,,,,10,,,,,,3,,,,,,1,,,,,,,1,,,,,2,2,,2,,,,,3,,,,,,,,1,3,,2,,,1,3,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,ex7za2yvl9xrcdtr60ake2bit,N. Ingham,Goalkeeper,29,4,,4,30,,,,139,11,,1,16,3,13,,468,,255,30,145,,30,27,3,,12,3,9,,10,,,,218,,676,,2,79,,,249,,256,,,30,,,1,41,,132,534,52,651,571,,1,,1,2730,,,,5,29,,6,245,942,,703,1,,239,1245,,143,228,171,68,11,1,,,0,,,,,,,,,,,,,,,,,,,,,,18,3,36,3,3,1,12,87,56,31,1,1,24,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,12vdv0m98gl51csveze6xsv84,Ralph Khoury,Forward,30,4,1,3,7,6,2,,11,,,2,17,6,11,7,6,2,,7,,,,,,,13,5,8,,10,,2,,6,,25,,,6,1,,5,,7,,1,,,7,1,,1,,17,9,8,17,,5,,,70,2,,1,,1,2,2,12,25,1,17,5,6,8,45,2,,,8,1,8,,,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,69ogiefclkle01y4gk4zu4jkk,S. Kozlovskiy,Defender,84,21,13,8,21,133,1,12,188,4,,4,79,49,30,12,460,10,5,21,5,,18,16,2,,58,36,22,,10,9,7,,121,,1284,,1,106,13,4,35,,612,4,,18,5,3,,17,1,80,1151,349,846,1113,1,15,,48,1556,3,,,,65,24,6,176,1326,4,1193,16,4,133,1561,1,38,79,100,40,54,5,,,0,2,2,7,7,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
