root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,24,2,15,10,2,1,1,2,2,2,1,1,1,5,2,2,11,1,9,8,1,1,12,32,10,1,3,14,4,2,89,5,3,1,6,21,1,1,6,1,8,2,1,22,12,1,10,4,1,4,8,6,9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,7c3asx73extld50awe557y3ft,A. Akinola,Forward,23,,2,10,,1,,2,,4,,2,,,,1,4,1,2,,,,4,11,1,3,,3,,3,37,3,,,3,6,1,1,2,,2,2,,7,5,1,2,,,,,2,,,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,acx78ftnm61hm01wpmme77hbe,T. Buchanan,Midfielder,12,6,74,10,11,2,1,5,6,36,7,8,3,37,,33,126,,27,20,1,6,125,277,91,24,12,67,33,44,435,27,25,2,61,146,5,5,28,16,20,5,3,146,126,5,20,3,9,3,6,54,40,7,0,1,0,1,9,,2,1,1,2,7,1,1,1,1,1,6,9,1,1,9,1,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,4,28,10,8,2,2,4,6,12,1,6,3,18,3,7,41,2,10,5,,3,40,95,31,15,2,50,13,15,212,18,10,,33,51,1,2,21,5,7,4,1,53,43,1,10,14,1,3,17,12,32,2,0,0,0,3,5,,3,1,,,4,,,,1,,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,50hgwzmx3e9u4q8y8rryqmh62,T. Corbeanu,Forward,11,2,10,10,1,,,3,1,1,1,3,,4,,4,8,3,7,7,,,8,30,8,6,3,11,3,1,39,6,2,,10,12,1,,2,2,4,3,2,12,8,1,4,1,1,,1,2,5,1,1,0,0,,2,,3,,1,1,1,,1,1,,1,1,3,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,16,,29,10,,,1,5,,62,,,,1,28,,50,,22,54,1,,48,130,8,,,3,30,,450,2,,6,1,61,5,5,21,,,5,,98,70,5,28,,,2,2,23,1,,0,0,0,22,,,,,,2,,,,,,,1,,,,,,,,,15,1,1,3,3,9,1,1,2,4,9,29,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,cpmfjroqtibaahb1dr66pl2i1,S. Eustaquio,Midfielder,7,6,58,10,9,1,2,4,6,87,4,10,3,28,7,2,205,,41,88,1,6,196,329,135,19,5,57,33,33,344,23,3,9,47,236,4,4,71,1,28,4,3,250,215,4,35,6,,4,10,58,34,7,1,2,0,19,6,,4,1,7,2,3,,,1,1,3,8,1,,1,15,3,,1,,,,,2,,,,1,,,,,,,2,16,1,1,8,4,1,2,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,8,,17,10,3,,1,4,2,31,2,7,,3,6,,77,3,14,26,,3,69,115,47,9,3,12,12,13,123,9,,3,12,90,2,1,24,,8,4,,92,78,2,14,,,,,29,3,2,0,0,0,9,2,,4,,,,,,,,,,4,1,,,3,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,15,1,21,10,8,,1,4,5,46,,6,1,8,10,4,66,2,14,48,1,5,61,117,21,8,1,23,10,4,199,13,,6,16,85,3,2,29,,10,4,,87,67,3,20,2,,5,7,6,10,,0,0,0,6,2,,1,,,5,,,,,,,10,,,,,,,1,1,4,,,1,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,wo91ycisyie6qno6vbkcxuj9,J. Hoilett,Forward,10,4,68,10,4,3,1,5,3,27,3,5,1,12,6,17,104,1,45,43,1,4,102,212,83,15,6,34,22,31,323,18,8,5,27,137,4,4,26,1,29,5,3,142,107,4,35,4,2,3,7,42,16,4,0,2,1,5,8,,1,2,3,,2,,,2,2,2,4,7,1,1,15,2,,,4,,,,,,,,,,,,,,,1,4,,,3,1,,,,1,1,1,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,Midfielder,2,,41,10,6,1,1,5,4,88,2,10,,11,7,3,168,,24,75,1,5,155,278,86,12,2,30,26,27,423,15,3,5,23,189,5,5,81,2,15,5,,194,172,5,22,4,,3,7,11,15,1,0,0,0,17,2,,5,,2,9,,,,,,,12,7,,2,7,,5,21,,2,,,3,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,62smmy1d3o9sm36mhyw5nrphx,M. Kaye,Midfielder,14,3,38,10,4,3,1,5,3,62,3,9,3,13,6,4,177,1,22,64,1,6,165,255,117,17,5,36,27,21,318,21,4,6,30,203,3,4,57,1,20,5,,204,178,3,26,2,2,4,6,62,15,4,0,0,0,13,6,,3,1,1,2,2,1,,,1,,4,2,1,1,2,,,1,2,,,,,,,,,,,,,,,1,,2,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,3rrges782prcprsn207dk4zit,C. Larin,Forward,17,7,29,10,2,3,,3,1,14,1,3,3,8,,15,57,,9,10,,1,57,118,46,14,2,28,7,21,204,17,7,2,22,67,3,3,26,1,10,3,4,69,59,3,10,3,,3,6,12,11,4,1,2,1,2,4,,2,,1,3,7,,1,3,,3,,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,4vrd6vji126bw8l1q6wxe0cfd,R. Laryea,Defender,22,1,42,10,8,,,5,5,50,3,8,1,15,3,16,110,1,17,34,1,5,111,233,64,31,5,55,25,32,387,33,6,3,46,128,4,4,26,5,15,5,,131,113,4,18,7,3,2,9,39,22,3,0,0,0,2,19,1,3,,1,1,4,,1,,,,8,2,1,1,2,,6,26,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,b1kvp1crj9ha6qn23s7rp3f85,J. Leutwiler,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Canada,Canada,d874x8snmm3ebewbv05onbzs9,K. Miller,Defender,4,1,46,10,6,1,,5,4,100,,7,1,10,17,1,203,,30,123,1,4,197,302,113,9,2,34,27,11,437,17,3,12,19,242,5,5,25,1,25,5,,255,213,5,42,7,,8,15,96,17,,0,0,0,16,2,,3,,,12,,,1,,,,7,,,,,,,4,,3,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
