root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,72w1ub4ujzxty1200yfbrppuc,A. Banton,Defender,3,3,21,2,26,1,7,4,1,28,1,10,13,9,8,47,1,3,3,4,8,3,6,14,14,16,7,1,12,82,6,3,44,14,12,11,1,8,138,36,38,5,53,1,2,65,1,40,1,7,270,24,13,38,20,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,6fno2d9fz0c8tpx6t1z31uln8,K. Burgess,Defender,13,1,6,1,4,,2,,,8,,10,5,,,15,,2,1,3,3,2,3,7,7,2,5,,4,22,5,2,13,1,6,1,1,1,36,12,9,1,9,,,20,2,12,,3,116,2,1,9,3,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,32dkl6fhwa3kmtvaajc3l30gk,K. Hee Chung,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,9p626lpzs62gyr0rfpudw09w4,M. Clarke,Defender,2,5,11,,2,,,2,1,11,,10,3,7,3,11,4,2,1,,2,1,2,3,1,7,4,,1,8,2,2,3,7,4,2,,1,35,2,5,,5,,,8,5,3,,1,65,2,3,1,4,,0,,,3,1,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,3me87zi6hrojdxs88gvv5yvpw,C. Gill,Midfielder,11,1,26,1,5,,2,,1,28,,10,7,8,6,23,2,3,2,6,2,4,,8,3,14,13,1,10,23,5,3,12,13,14,3,,,56,12,11,1,6,,,23,1,12,1,1,182,3,2,7,10,4,0,,1,2,1,1,1,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,dc494xuzv1kb6dy0m9ojdezv8,E. Gill,Defender,14,3,2,,5,,2,1,,4,,10,6,1,1,14,,3,1,,6,1,4,8,5,2,,,2,18,3,3,7,2,2,1,1,1,33,6,11,2,10,,1,18,3,7,,6,111,3,2,4,2,1,0,,,,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,2trmq4hfpu7vvtqr5lb64zsb8,K. Greaves,Midfielder,12,1,9,2,13,,4,1,,13,,10,3,2,1,17,1,3,2,1,5,2,3,12,6,7,4,1,5,32,9,3,16,5,6,1,1,1,49,15,16,2,19,1,,32,,16,,5,151,4,,7,10,2,0,,,2,1,1,2,,,2,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,5vtao4h6yxqdmlq30ah9e0wes,J. Greenidge,Midfielder,15,,1,,2,,,,,1,,10,1,,,5,,1,,1,,2,,3,1,,1,,2,8,,1,5,,1,,,,10,5,3,,3,,,7,,4,,,37,,,5,4,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,f3813ksiqzpoctgust34kxzis,S. Harewood,Midfielder,7,,20,,8,,2,,1,22,3,10,5,1,,42,1,3,3,9,8,7,1,9,13,9,11,5,6,35,11,3,22,9,13,2,1,,90,22,13,2,9,4,,35,,22,,7,270,4,2,12,10,3,0,1,6,2,,3,1,,,,1,9,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Barbados Under 17,Barbados_Under_17,dxawz2x7wrh6v70oacrixyu50,J. Husbands,Midfielder,8,,12,,,,,,1,12,,10,2,2,2,9,,2,1,5,2,2,,2,3,5,7,,4,10,2,2,8,5,7,,,1,25,7,2,,1,,,9,,7,,1,89,,2,6,5,3,0,,,,1,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
