root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,84krgh1swq0ul9b6eowjs05p1,S. Adekugbe,Defender,4,1.0,180.0,3.0,56.0,1.0,3.0,14.0,3.0,3.0,1.0,15.0,33.0,3.0,8.0,58.0,4.0,43.0,1.0,11.0,27.0,1.0,9.0,1.0,9.0,2.0,3.0,79.0,2.0,3.0,8.0,27.0,10.0,5.0,4.0,2.0,11.0,7.0,1.0,1.0,2.0,5.0,1.0,46.0,47.0,3.0,1.0,3.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,cseaof8mo75i2fufyg0b4bpat,F. Aird,Midfielder,2,,21.0,,3.0,,1.0,1.0,,,,2.0,1.0,,1.0,3.0,,2.0,,1.0,1.0,,1.0,,,,,6.0,1.0,,1.0,,10.0,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,4f2bppk56sa7dqgw652x0fzdh,S. Arfield,Midfielder,8,3.0,360.0,,156.0,4.0,26.0,86.0,4.0,15.0,5.0,80.0,45.0,8.0,33.0,173.0,8.0,113.0,4.0,48.0,38.0,13.0,63.0,,18.0,4.0,5.0,260.0,4.0,6.0,37.0,69.0,10.0,24.0,12.0,2.0,44.0,7.0,5.0,20.0,4.0,15.0,40.0,120.0,125.0,7.0,1.0,6.0,20.0,6.0,22.0,,1.0,6.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,6.0,5.0,3.0,17.0,1.0,8.0,2.0,1.0,6.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,erxzwfp0cehy3y4j98hajixg5,P. Bernier,Midfielder,20,,131.0,,52.0,,9.0,22.0,,2.0,2.0,16.0,21.0,1.0,10.0,55.0,,41.0,,12.0,12.0,,10.0,,6.0,2.0,2.0,66.0,2.0,,7.0,20.0,10.0,6.0,2.0,3.0,12.0,,,,2.0,4.0,14.0,40.0,43.0,5.0,,,6.0,,3.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,3oz349uss092g2kxi8adsj4l,M. Borjan,Goalkeeper,18,,334.0,,39.0,,1.0,15.0,12.0,27.0,1.0,28.0,37.0,,1.0,80.0,,32.0,2.0,28.0,11.0,,26.0,,37.0,4.0,2.0,131.0,4.0,,,57.0,10.0,,20.0,,1.0,7.0,3.0,,4.0,,11.0,30.0,52.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,16.0,29.0,4.0,5.0,3.0,6.0,7.0,6.0,9.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,1.0,217.0,1.0,51.0,2.0,18.0,33.0,,,10.0,30.0,6.0,3.0,14.0,53.0,6.0,39.0,2.0,14.0,11.0,1.0,15.0,,4.0,2.0,,97.0,4.0,,22.0,9.0,10.0,22.0,,8.0,40.0,3.0,2.0,1.0,4.0,8.0,15.0,38.0,39.0,18.0,,3.0,18.0,2.0,14.0,2.0,1.0,9.0,,,,1.0,,2.0,5.0,,,1.0,,,9.0,1.0,,9.0,2.0,,,2.0,,1.0,,,4.0,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,1,,26.0,,1.0,,,2.0,,2.0,,2.0,1.0,,,5.0,,,2.0,2.0,,,1.0,,3.0,,1.0,9.0,1.0,,,5.0,10.0,,3.0,,,,2.0,,1.0,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,582uvj0i3dvm0zwbou9q68pgp,A. Davies,Defender,12,3.0,258.0,2.0,70.0,3.0,13.0,39.0,,1.0,4.0,50.0,14.0,4.0,18.0,71.0,9.0,50.0,4.0,19.0,24.0,4.0,21.0,,10.0,3.0,1.0,132.0,4.0,4.0,39.0,15.0,10.0,17.0,2.0,4.0,47.0,3.0,5.0,3.0,4.0,26.0,19.0,51.0,52.0,8.0,,3.0,30.0,2.0,13.0,1.0,,2.0,3.0,1.0,,1.0,1.0,5.0,3.0,,2.0,2.0,,,11.0,3.0,,4.0,10.0,3.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Canada,Canada,wo91ycisyie6qno6vbkcxuj9,J. Hoilett,Midfielder,10,6.0,330.0,3.0,99.0,5.0,17.0,60.0,,1.0,2.0,62.0,17.0,1.0,27.0,103.0,5.0,74.0,4.0,28.0,21.0,4.0,30.0,,14.0,4.0,6.0,181.0,4.0,3.0,39.0,29.0,10.0,19.0,1.0,1.0,42.0,,5.0,8.0,4.0,21.0,36.0,72.0,75.0,3.0,,1.0,23.0,2.0,18.0,,,2.0,1.0,2.0,,1.0,1.0,9.0,8.0,1.0,1.0,6.0,5.0,1.0,15.0,3.0,1.0,8.0,8.0,,2.0,,,,,,5.0,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
