liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Substitute On,Penalty Goals Conceded,Aerial Duels won,Total Clearances,Handballs conceded,Successful Launches,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Blocked Shots,Throw Ins to Opposition Player,Second Goal Assists,Hit Woodwork,Penalties Conceded,Total Red Cards,Red Cards - 2nd Yellow,Successful Corners into Box,Attempts from Set Pieces,Left Foot Goals,Goals from Outside Box,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Foul Won Penalty,Penalties Taken,Penalty Goals,Goalkeeper Smother,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Penalties Saved,Saves from Penalty,Straight Red Cards,Last Man Tackle,Clearances Off the Line,Home Goals,Away Goals,Set Pieces Goals,Saves made - caught
Canada_Canadian_Premier_League,2020,Atlético Ottawa,eb8zwnam8ieg4y7xra9x5on9x,F. Acuña,Midfielder,8,4,3,531,6,3,2,2,228,2,21,50,1,142,2,2,4,1,3,97,57,11,37,237,4,4,12,192,3,3,39,66,9,48,33,7,11,6,352,4,7,3,66,62,12,10,31,3,6,1,8,7,69,4,15,7,4,2,35,59,2,189,198,3,1,2,2,8,38,3,2,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,bh7fb8v7o5wynmapdhlth594a,A. Coupland,Midfielder,11,,,97,1,,,,12,,3,4,,8,1,,1,1,,9,1,4,3,12,,4,2,9,6,,3,3,,3,1,,1,,30,,3,2,15,2,,10,9,,,,2,,16,7,,3,,,7,3,,9,9,1,,,,2,7,2,,8,0,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,dddc2rref3vx6g3m9l73rp9be,M. Djaozandry,Defender,12,,,6,1,,,,2,,,,,,,,,,,1,2,1,,2,,,,2,1,,,2,,,,,,,5,,1,,2,,,10,1,,,,,,2,1,,1,,,1,,,2,2,,,,,1,1,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,c11tg3waak6my0tyjpq9qeuzu,G. Facchineri,Defender,6,,,206,4,,,,52,1,2,8,,16,,7,1,1,,14,27,9,3,53,,5,,38,6,1,10,11,,5,8,2,1,5,89,,5,1,20,30,1,10,12,,5,,2,1,21,7,,5,,,9,4,,42,43,1,,,,8,9,1,2,11,0,3,1,1,10,1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,ewjp0ru1c4fn1h5bqyqdih0wl,B. Fisk,Forward,10,9,,601,3,4,1,1,187,3,19,33,1,87,1,10,6,1,8,91,61,11,31,188,2,4,1,138,6,8,41,73,5,43,27,7,13,11,291,3,7,3,56,54,14,10,20,5,9,1,5,8,67,7,13,7,3,,39,28,1,146,147,11,2,,2,7,47,4,1,17,1,,1,3,5,,1,1,3,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,b74rxqiqehzleh57583n4eor9,R. Gomes,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,ddyudctrqh7j4vqoofwg0oull,M. Hamilton,Defender,2,22,,630,39,,,,267,4,7,46,4,125,,11,5,2,3,103,101,13,39,272,,10,2,211,10,,50,8,4,48,44,7,15,24,427,,7,4,43,130,3,10,22,,11,4,3,3,50,12,22,7,,1,25,88,,218,222,7,2,1,,7,28,6,9,18,0,,2,4,12,1,,7,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,1hwbc5i6pxjdjgx0f88wmqqx,B. John,Defender,4,1,,618,2,,,,235,,,29,,47,2,34,2,2,6,62,145,6,17,243,1,11,,174,10,,51,29,2,39,17,7,4,13,315,,7,7,32,104,1,10,30,,18,,14,,48,12,1,7,,,12,81,,185,192,16,1,,,5,18,1,8,20,0,,2,10,23,,4,8,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,2xr4zmz44j3klssbanayqqy21,M. Kapor,Defender,3,,,495,1,,,,206,,1,17,,45,1,18,2,1,6,34,143,1,12,218,1,8,,163,5,,30,90,1,17,18,6,3,13,272,,6,3,16,70,1,10,13,,25,,4,,31,6,,6,,,12,41,,177,188,15,2,,,1,18,,7,4,0,,1,9,26,1,1,8,,6,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,58elvwym7gnql18liaoa6zo16,A. Khabra,Midfielder,23,1,1,308,,,,,134,,3,19,,62,1,4,2,1,6,28,55,5,15,136,3,12,,113,8,,19,43,1,14,19,4,3,6,166,,6,9,27,44,3,10,11,,4,,3,,36,9,1,6,,,19,30,,115,117,9,,,,3,25,2,,8,0,2,2,3,4,,1,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
