liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,Vancouver Whitecaps FC II,6yqcj6z7ok9bkkvy57awg82y1,G. Amanda,Forward,54,26.0,1218.0,4.0,1.0,333.0,124.0,183.0,,7.0,6.0,3.0,14.0,201.0,90.0,19.0,72.0,349.0,31.0,256.0,17.0,79.0,73.0,5.0,91.0,,55.0,11.0,23.0,14.0,608.0,27.0,5.0,142.0,79.0,10.0,67.0,14.0,25.0,14.0,169.0,11.0,20.0,26.0,27.0,88.0,73.0,254.0,270.0,27.0,1.0,12.0,102.0,7.0,10.0,54.0,,16.0,20.0,3.0,2.0,3.0,1.0,10.0,7.0,12.0,22.0,,6.0,,13.0,50.0,12.0,3.0,13.0,,,3.0,3.0,2.0,5.0,9.0,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,45.0,2.0,2.0,1.0,2.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,d9fii53ahtb9ptnn8diw4sijt,N. Apostol,Forward,56,,17.0,,,6.0,2.0,4.0,,,1.0,,,4.0,2.0,,1.0,6.0,1.0,5.0,,1.0,,1.0,1.0,,1.0,,1.0,,13.0,1.0,,6.0,3.0,10.0,1.0,,,,6.0,,,,1.0,5.0,1.0,5.0,5.0,,,,5.0,,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,2r6suw717hgzqsp8ogvwdfk6h,T. Bair,Forward,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,334ys3md0ycavngg26g75yi21,Matthew Baldisimo,Midfielder,65,5.0,1187.0,40.0,,451.0,85.0,168.0,5.0,22.0,13.0,4.0,15.0,135.0,204.0,61.0,66.0,459.0,23.0,341.0,20.0,88.0,47.0,7.0,64.0,7.0,56.0,14.0,23.0,30.0,709.0,23.0,3.0,148.0,165.0,10.0,93.0,30.0,13.0,2.0,173.0,13.0,24.0,6.0,23.0,65.0,162.0,363.0,371.0,25.0,2.0,45.0,80.0,16.0,26.0,83.0,,9.0,7.0,,,1.0,3.0,2.0,8.0,10.0,4.0,,2.0,,19.0,8.0,2.0,1.0,10.0,,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,15.0,1.0,,,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,2jwbnsl7zicnbgutmpop29d61,M. Baldisimo,Midfielder,66,1.0,596.0,2.0,1.0,272.0,44.0,141.0,6.0,10.0,6.0,3.0,6.0,88.0,84.0,18.0,41.0,275.0,17.0,203.0,13.0,51.0,69.0,9.0,30.0,2.0,33.0,6.0,10.0,24.0,375.0,12.0,,78.0,89.0,10.0,38.0,21.0,7.0,9.0,90.0,2.0,16.0,3.0,12.0,46.0,73.0,222.0,224.0,12.0,1.0,9.0,52.0,9.0,8.0,32.0,,6.0,14.0,,,1.0,2.0,1.0,3.0,8.0,1.0,,4.0,,12.0,5.0,,,6.0,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,2.0,,,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,rtercnq9nn7y0814ghe7wo2x,D. Barbir,Defender,51,2.0,270.0,2.0,2.0,200.0,7.0,94.0,1.0,10.0,3.0,,5.0,28.0,86.0,5.0,13.0,202.0,3.0,155.0,7.0,23.0,87.0,2.0,19.0,,19.0,3.0,3.0,6.0,243.0,3.0,4.0,15.0,98.0,10.0,13.0,24.0,,,24.0,7.0,7.0,2.0,3.0,6.0,10.0,177.0,179.0,9.0,,4.0,11.0,1.0,6.0,9.0,,,1.0,,,1.0,,,,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,50,10.0,709.0,11.0,,219.0,65.0,97.0,2.0,4.0,13.0,1.0,9.0,108.0,82.0,6.0,41.0,221.0,10.0,166.0,11.0,45.0,61.0,8.0,47.0,,39.0,7.0,19.0,10.0,362.0,13.0,1.0,61.0,50.0,10.0,30.0,10.0,19.0,11.0,73.0,4.0,12.0,12.0,13.0,34.0,45.0,174.0,176.0,12.0,,6.0,43.0,,1.0,27.0,,6.0,7.0,1.0,,3.0,1.0,8.0,3.0,2.0,11.0,,1.0,,2.0,26.0,3.0,3.0,3.0,1.0,,1.0,2.0,,1.0,6.0,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,24.0,1.0,1.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,1ifq6ok0spehvrr4lndlhxotl,M. Bevan,Forward,45,6.0,1002.0,2.0,,164.0,77.0,100.0,2.0,3.0,2.0,2.0,9.0,114.0,44.0,1.0,38.0,185.0,19.0,144.0,20.0,41.0,45.0,9.0,36.0,,20.0,11.0,12.0,11.0,310.0,13.0,,70.0,31.0,10.0,25.0,,16.0,7.0,84.0,,22.0,6.0,13.0,50.0,32.0,123.0,144.0,14.0,1.0,1.0,59.0,,2.0,20.0,,2.0,9.0,3.0,2.0,,2.0,6.0,2.0,4.0,16.0,1.0,2.0,,5.0,48.0,10.0,,5.0,3.0,,3.0,2.0,1.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,32.0,3.0,3.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,7t6lyj5pvvgzfscj775acuqc5,M. Bustos,Midfielder,32,9.0,1813.0,3.0,,737.0,188.0,429.0,1.0,27.0,8.0,5.0,12.0,270.0,225.0,15.0,99.0,765.0,36.0,601.0,28.0,126.0,148.0,25.0,142.0,,90.0,21.0,22.0,12.0,1116.0,21.0,3.0,195.0,212.0,10.0,94.0,38.0,40.0,30.0,212.0,5.0,33.0,28.0,21.0,106.0,217.0,618.0,639.0,17.0,2.0,8.0,118.0,7.0,4.0,89.0,,,31.0,8.0,1.0,15.0,3.0,20.0,5.0,35.0,44.0,,13.0,,20.0,62.0,24.0,2.0,5.0,1.0,1.0,8.0,,6.0,5.0,14.0,9.0,21.0,,7.0,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,8.0,5.0,5.0,,,,,63.0,2.0,5.0,3.0,1.0,,,,,,
USA_USL_Championship,2017,Vancouver Whitecaps FC II,3hebpt7rddccp0powpyfwri7d,T. Campbell,Midfielder,61,69.0,1788.0,28.0,,574.0,167.0,308.0,1.0,13.0,23.0,4.0,34.0,334.0,153.0,29.0,114.0,578.0,20.0,437.0,31.0,127.0,173.0,18.0,182.0,2.0,101.0,21.0,48.0,16.0,994.0,25.0,3.0,165.0,148.0,10.0,76.0,14.0,18.0,24.0,214.0,11.0,35.0,71.0,25.0,104.0,90.0,447.0,451.0,49.0,2.0,25.0,138.0,4.0,18.0,61.0,,4.0,21.0,3.0,,10.0,2.0,18.0,7.0,14.0,29.0,,5.0,,11.0,56.0,11.0,10.0,15.0,,,2.0,5.0,1.0,4.0,24.0,,3.0,1.0,3.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,73.0,3.0,2.0,1.0,0.0,,,,,,
