liga,temporada,equipo,id,nombre,posicion,dorsal,Duels lost,Tackles Lost,Total Clearances,Aerial Duels won,Yellow Cards,Time Played,Unsuccessful Short Passes,Throw Ins to Own Player,Goals Conceded Outside Box,Assists (Intentional),Unsuccessful Dribbles,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Tackles Won,Blocked Shots,Successful Passes Own Half,Substitute On,Key Passes (Attempt Assists),Goals Conceded Inside Box,Substitute Off,Total Fouls Won,Successful Crosses & Corners,Successful Dribbles,Recoveries,Overruns,Throw Ins to Opposition Player,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Leftside Passes,Total Fouls Conceded,Goals Conceded,PutThrough/Blocked Distribution,Duels,Starts,Unsuccessful Launches,Through balls,Aerial Duels lost,Aerial Duels,Total Shots,Total Losses Of Possession,Successful Open Play Passes,Times Tackled,Ground Duels,Successful Crosses open play,Penalty Goals Conceded,Goal Assists,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Backward Passes,Penalties Conceded,Total Tackles,Touches,Interceptions,Successful Short Passes,Successful Passes Opposition Half,Successful Lay-offs,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful lay-offs,Total Passes,Blocks,Open Play Passes,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Ground Duels lost,Games Played,Rightside Passes,Index,PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Ground Duels won,Corners Won,Winning Goal,Right Foot Goals,Goals,Offsides,Left Foot Goals,Hit Woodwork,Headed Goals,Goals from Inside Box,Clean Sheets,Home Goals,Away Goals,Total Red Cards,Goal Kicks,GK Successful Distribution,Straight Red Cards,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Successful Corners into Box,Foul Won Penalty,Red Cards - 2nd Yellow,Set Pieces Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Penalties Taken,Penalty Goals,Handballs conceded,Other Goals,Own Goal Scored,Punches,Saves made - parried,Saves Made,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Saves Made from Inside Box,Penalties Faced,Drops,Goalkeeper Smother,Saves made - caught,Last Player Tackle,Second Goal Assists,Penalties Saved,Saves from Penalty,Penalties Off Target,Crosses not Claimed
USA_USL_League_One,2024,Central Valley Fuego FC,14mioehew12zyrf4ncpzbqe3t,A. Apollon,Defender,3,62.0,2.0,24.0,16.0,2.0,1190.0,57.0,53.0,3.0,1.0,14.0,155.0,96.0,11.0,114.0,15.0,3.0,166.0,10.0,9.0,30.0,3.0,16.0,10.0,29.0,60.0,7.0,10.0,39.0,7.0,34.0,14.0,33.0,28.0,140.0,11.0,24.0,1.0,17.0,33.0,10.0,209.0,331.0,24.0,107.0,10.0,2.0,3.0,21.0,24.0,42.0,42.0,98.0,1.0,17.0,757.0,13.0,320.0,186.0,3.0,1.0,342.0,2.0,438.0,3.0,426.0,78.0,3.0,22.0,45.0,21.0,151.0,10.0,6.0,42.0,62.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,6oo4nkcr7cny8udddlpy4nkr9,D. Benson,Forward,0,77.0,,14.0,61.0,2.0,917.0,63.0,,4.0,1.0,3.0,51.0,63.0,1.0,62.0,1.0,2.0,45.0,3.0,12.0,15.0,3.0,7.0,,4.0,12.0,,,,6.0,46.0,11.0,19.0,10.0,150.0,10.0,,1.0,56.0,117.0,14.0,103.0,114.0,10.0,33.0,,1.0,1.0,13.0,3.0,2.0,42.0,71.0,,1.0,311.0,,137.0,95.0,12.0,1.0,140.0,5.0,203.0,4.0,177.0,73.0,8.0,3.0,21.0,13.0,35.0,10.0,4.0,2.0,12.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,b5pudmctr0v4lqa2ezg6gxld6,B. Bustamante,Defender,24,36.0,4.0,35.0,16.0,1.0,969.0,28.0,2.0,5.0,,,177.0,61.0,2.0,42.0,15.0,2.0,260.0,1.0,2.0,20.0,1.0,7.0,,1.0,27.0,,1.0,33.0,1.0,83.0,11.0,25.0,5.0,78.0,11.0,23.0,,19.0,35.0,2.0,71.0,338.0,4.0,43.0,,,,12.0,21.0,2.0,7.0,32.0,,19.0,529.0,5.0,329.0,98.0,,10.0,358.0,,419.0,9.0,395.0,42.0,1.0,29.0,17.0,12.0,127.0,10.0,3.0,2.0,26.0,1.0,0.0,,,,,,,,2.0,,,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,eecchw0xji02pxoauns30bm5l,J. Carrera,Midfielder,10,76.0,13.0,12.0,9.0,6.0,1631.0,89.0,6.0,10.0,1.0,12.0,330.0,126.0,17.0,162.0,25.0,10.0,297.0,3.0,41.0,33.0,3.0,26.0,20.0,15.0,93.0,,,37.0,8.0,202.0,22.0,43.0,34.0,163.0,18.0,14.0,5.0,17.0,26.0,14.0,237.0,785.0,21.0,137.0,3.0,3.0,2.0,21.0,21.0,57.0,24.0,132.0,,38.0,1287.0,19.0,791.0,565.0,8.0,4.0,842.0,,968.0,4.0,907.0,87.0,6.0,51.0,59.0,21.0,304.0,10.0,18.0,17.0,78.0,11.0,1.0,2.0,2.0,,,,,,2.0,1.0,1.0,2.0,,,1.0,2.0,4.0,1.0,16.0,1.0,1.0,1.0,32.0,60.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,4q7bu47s9f4g4jksuq5x74sus,T. Chalmers,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,c4g35kho1qirnu4q420knnl9m,R. Coronado,Defender,21,22.0,2.0,3.0,4.0,1.0,412.0,20.0,1.0,2.0,,3.0,36.0,22.0,3.0,24.0,1.0,5.0,30.0,,2.0,7.0,6.0,7.0,,4.0,17.0,,,2.0,4.0,35.0,5.0,9.0,10.0,40.0,6.0,1.0,1.0,5.0,9.0,9.0,51.0,110.0,9.0,31.0,,1.0,,6.0,4.0,6.0,8.0,30.0,,3.0,213.0,2.0,109.0,82.0,6.0,,112.0,1.0,134.0,1.0,132.0,18.0,5.0,3.0,17.0,6.0,33.0,10.0,6.0,3.0,14.0,2.0,0.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,8apse4x8vm0e139szr8n1ntka,A. Cromwell,Defender,4,24.0,1.0,15.0,10.0,,379.0,19.0,9.0,3.0,,5.0,101.0,46.0,6.0,34.0,5.0,3.0,85.0,5.0,1.0,7.0,1.0,4.0,1.0,7.0,22.0,,3.0,27.0,,15.0,9.0,10.0,4.0,51.0,3.0,21.0,,5.0,15.0,,73.0,126.0,9.0,36.0,1.0,,,8.0,19.0,7.0,5.0,14.0,,6.0,274.0,4.0,127.0,56.0,1.0,5.0,140.0,,186.0,4.0,169.0,27.0,,13.0,19.0,8.0,56.0,10.0,3.0,6.0,17.0,1.0,0.0,,,,,,,,,,,1.0,5.0,5.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,4mrcwdc6kac651lpgxt14g44p,M. Dabo,Midfielder,6,23.0,,10.0,9.0,2.0,526.0,23.0,1.0,2.0,,1.0,77.0,41.0,11.0,28.0,4.0,,163.0,2.0,2.0,13.0,4.0,4.0,,3.0,30.0,,,18.0,,99.0,13.0,15.0,4.0,43.0,7.0,14.0,,7.0,16.0,,48.0,254.0,2.0,27.0,,,,9.0,14.0,1.0,,42.0,,4.0,356.0,8.0,251.0,96.0,,6.0,259.0,,300.0,3.0,294.0,20.0,,8.0,16.0,9.0,82.0,10.0,4.0,1.0,11.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,1ty4zl4wpurw97qos06gf105w,E. Espinoza,Midfielder,13,10.0,,1.0,2.0,,180.0,8.0,3.0,,,4.0,20.0,11.0,2.0,34.0,3.0,1.0,13.0,1.0,4.0,2.0,2.0,4.0,7.0,3.0,4.0,1.0,,3.0,,12.0,2.0,2.0,2.0,22.0,2.0,1.0,,1.0,3.0,4.0,49.0,31.0,5.0,19.0,5.0,,,3.0,3.0,26.0,6.0,10.0,,3.0,112.0,,32.0,27.0,1.0,,33.0,,44.0,,40.0,12.0,4.0,1.0,9.0,3.0,2.0,10.0,,7.0,10.0,7.0,0.0,,1.0,,1.0,,,1.0,,0.0,1.0,,,,,,3.0,,2.0,,,,10.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2024,Central Valley Fuego FC,1t10ey55ce6oklne0h9vhh5d6,J. Fawole,Forward,28,20.0,,1.0,3.0,1.0,115.0,4.0,,1.0,,2.0,9.0,4.0,4.0,3.0,,1.0,3.0,2.0,2.0,4.0,1.0,1.0,,1.0,,,,,3.0,,5.0,5.0,5.0,25.0,1.0,,,12.0,15.0,3.0,18.0,15.0,3.0,10.0,,,,3.0,1.0,,6.0,6.0,,,45.0,,15.0,12.0,1.0,,15.0,,19.0,,19.0,5.0,,,8.0,3.0,4.0,10.0,3.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
