liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,Atlético Ottawa,b2fxe6y0xulg212cls9zrp6mt,Miguel Acosta,Defender,17,3,4,22,132,47,898,526,12,11,2,186,2357,29,120,69,3,99,29,5,69,10,22,1221,1172,226,22,35,1,69,355,3,14,64,953,9,347,2,29,1,58,995,5,119,191,1,3,94,28,5,527,9,1781,27,45,659,15,1,97,140,29,33,11,2,91,11,26,71,20,127,8,107,2,11,226,18,12,23,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,6mmfo5q4m9zdbpl1cgqv5muhh,K. Alemán,Midfielder,7,1,4,12,71,5,246,61,42,9,3,60,1020,25,68,6,15,92,12,1,14,10,19,320,314,149,8,10,,101,151,27,3,,260,8,151,10,19,2,17,265,2,11,139,1,1,78,7,1,66,12,570,14,17,121,19,,19,62,25,17,7,6,34,1,10,71,22,,,44,11,1,55,1,3,7,1,1,1,1,11,2,2,1,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,2wu0t979tuh0b63hs2j90o1nu,O. Antoniuk,Midfielder,0,,1,,13,1,23,5,6,1,,11,166,5,12,,2,15,3,,4,10,1,35,34,25,1,3,,8,26,1,1,,22,1,16,3,3,,2,23,,3,22,,,12,1,,7,1,74,,4,7,6,,,9,5,1,,1,3,,3,10,8,1,,9,2,,12,,1,2,,,0,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,4qii6ycyfpukpd538kwp1fms4,Z. Bahous,Midfielder,22,1,5,13,104,5,416,123,45,16,8,105,1600,29,97,6,10,114,10,3,28,10,22,565,562,210,18,21,1,153,218,22,6,2,439,14,289,17,10,1,29,442,4,32,189,1,1,106,19,13,175,31,891,17,40,157,48,,26,103,29,25,4,3,54,4,19,92,13,14,1,91,11,3,123,,7,14,0,1,1,,,9,,1,8,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,7ao58e6608lb8eu3dmk17jisp,O. Bassett,Midfielder,10,3,6,23,84,7,843,314,40,14,10,207,2619,30,82,8,,194,26,5,50,10,20,1095,1036,188,17,11,8,227,348,26,21,1,855,38,586,13,73,8,15,911,6,45,177,5,2,104,26,14,360,21,1515,29,49,357,31,,68,191,30,23,32,14,38,5,30,95,23,5,5,139,29,3,184,3,2,9,0,8,3,3,86,1,,2,15,25,33,1,1,,,3,2,9,3,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,3ot9v3kbxlf1il8eg7o4vg9ud,D. Beckie,Defender,2,,4,11,54,14,540,151,2,8,,70,1610,26,32,79,8,34,,2,37,10,10,694,665,89,12,40,,257,133,1,3,10,565,6,161,2,,,10,587,2,54,49,,,35,24,3,252,1,942,13,18,426,25,,47,60,26,8,,3,18,,18,17,13,19,7,53,13,14,107,4,22,18,,,0,,,,,1,10,,,1,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,e3xm6mtqqcv0c1fsuwf89b6y1,Sergio Camus,Defender,0,,3,7,19,9,263,51,,3,,31,668,11,13,35,4,24,3,,7,10,8,318,306,33,3,10,,148,46,,1,3,273,,70,,3,,4,283,1,26,23,,,14,6,1,95,,412,8,3,213,6,,20,22,11,4,,1,8,,7,10,5,5,1,9,4,6,35,3,6,4,,,0,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,58i2hjymxpqbymprh7c48t1qs,Diego Espejo,Defender,4,,8,20,100,26,1139,559,5,9,1,113,2349,27,59,128,,32,,5,49,10,30,1414,1376,162,6,65,,446,177,4,2,,1218,5,319,1,,,18,1252,6,92,97,,,62,23,3,377,1,1690,26,10,933,19,2,113,81,27,13,,,31,,27,38,27,2,10,70,5,16,162,11,41,24,,,0,,,,,,5,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,2yory0v0jjh4vc2g7j5psijth,C. Haworth,Midfielder,45,4,3,15,68,13,322,169,38,6,9,149,1480,26,55,22,12,99,36,2,27,10,13,485,470,143,8,24,,33,248,21,10,4,340,15,216,7,43,,12,352,3,33,119,,4,75,11,1,184,12,800,18,25,146,28,,30,73,26,12,10,3,24,5,14,64,19,50,2,100,8,4,133,6,13,11,,,0,,13,1,,2,5,4,6,1,,,,,,4,,,,,,1,1,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,ex7za2yvl9xrcdtr60ake2bit,N. Ingham,Goalkeeper,29,,1,22,17,71,332,134,,1,,216,2517,28,5,19,,,,5,45,10,1,715,329,19,,13,,150,264,,,,220,,72,1,,,1,454,6,253,6,,,2,1,,431,,992,28,,382,,1,122,242,28,,,,1,,28,1,5,,9,8,,,261,20,12,1,,,0,,,,,,,,,,,,,,,,,,,88,,,,5,1,325,39,5,1,21,26,36,75,12,5,7,,,,,
