liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Anguilla Under 17,5mobu8viru78cb7dsw1zr38r8,T. Anderson,Defender,15,11,1,1,2,1,4,2,2,2,5,1,7,1,5,2,56,2,5,3,6,3,1,3,2,1,2,1,10,1,3,6,11,4,1,1,4,10,2,27,3,5,5,4,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,seqzfkaitoa8nufo7eqyflsk,K. Belle,Midfielder,11,58,15,3,7,3,,,7,1,15,3,33,2,13,4,309,13,22,12,32,4,6,8,2,3,18,2,41,1,11,33,54,10,15,1,14,10,18,123,4,25,17,15,33,18,0,5,3,2,1,1,4,3,5,9,1,1,11,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,d9wjpuaazfo0w4tp9nmls6fx0,S. Browne,Goalkeeper,18,1,,2,10,,,,34,,66,,106,7,,65,358,32,1,14,,4,,32,6,4,16,,68,,1,,1,,,1,42,10,1,166,4,1,85,16,4,40,0,,,,,,,,8,,,,15,,,,,,14,5,1,4,34,24,1,30,17,34,59,3,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,25r0fiwa4rotbphu8nnnj5hck,A. Charles,Forward,19,23,5,1,4,1,,,12,1,17,2,29,1,6,2,278,6,7,10,12,4,2,5,9,3,12,,29,,15,14,19,4,4,2,4,10,9,62,4,9,11,11,26,12,0,2,2,,,,4,6,6,3,,,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,euwaxyg5x73t3lnsbm2o9z9xw,M. Connor,Midfielder,10,47,5,2,15,3,,,20,,32,8,58,7,14,14,323,14,21,13,21,4,7,16,11,4,23,9,51,4,18,24,42,6,9,2,17,10,23,130,4,23,32,15,52,26,0,2,2,,,1,5,7,13,3,2,,8,,,,1,3,,,,,,3,,,,,,,1,,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,6filsq7v1xr992v3mi42cebkk,T. Connor,Defender,20,18,1,3,34,2,,1,6,1,16,1,26,7,5,10,315,7,9,11,5,4,2,10,3,3,7,,19,,6,8,14,4,,,4,10,9,88,4,10,22,14,22,10,0,,1,,,2,4,,3,,3,,1,,1,,1,3,,,,,1,3,,,,1,2,,2,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,3u0erdpv53v6zl4ed8koxn11w,J. Gayle,Defender,13,5,1,,3,,3,3,2,,4,1,7,,2,,80,2,1,3,3,1,1,2,2,1,3,,8,,4,3,4,1,,1,,10,3,21,1,2,5,3,7,3,0,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,3vbltxr3stkdwu711jeh9lwr8,K. Gumbs,Forward,7,56,8,3,9,4,,1,25,,30,5,43,4,13,7,358,7,26,14,22,4,9,7,16,4,12,3,66,1,23,26,48,8,14,1,10,10,13,126,4,30,23,17,43,13,0,2,4,,,1,8,3,9,8,,,1,1,2,,,4,,,,,,1,,,,,,,1,,,2,2,,2,3,,1,1,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,4hsnwlvaodqnt6bs15dvnk7is,L. Gumbs,Defender,3,10,,2,8,1,3,6,5,2,6,2,7,5,3,5,126,,4,6,5,3,2,1,1,1,1,,17,,1,5,9,1,1,1,2,10,1,39,3,5,5,8,5,1,0,2,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,ax13nh0a6boliz2jvv4e7bswk,K. Herbert,Midfielder,12,7,,1,4,1,,,4,3,3,1,7,1,3,1,33,2,2,1,4,3,1,1,1,,4,,5,,2,5,6,2,,,3,10,4,19,3,2,3,2,7,4,0,1,,,,,1,1,2,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Anguilla Under 17,1e850fr6jwpaqr9f5bnim8qhg,J. Hodge,Forward,16,25,,1,6,1,3,3,2,1,3,7,6,,12,1,92,1,10,2,13,2,1,1,,1,2,,10,,2,14,23,5,1,,3,10,3,39,2,11,1,3,6,3,0,1,1,,,,2,2,2,,1,,3,,2,,,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
